Amendments,Approved CommonName,BestHarvest,BestPlantingDates,ColorRGB,CommonName,Cultivar,Description,Emoji,Family,FruitName,Genus,GreenhouseInstructions,GrowingAdvice,GrowingDays,Harvest,OptimalZones,Pests,Ripeness,SoilConditions,SoilInfo,TransplantAge,USDAZoneList,WeatherTolerance,ioscolor
Incorporate compost; side‑dress as needed.,Clouseau (Bean),"{""3"": [38, 39, 40, 41, 42, 43, 44, 45], ""4"": [36, 37, 38, 39, 40, 41, 42, 43], ""5"": [35, 36, 37, 38, 39, 40, 41, 42], ""6"": [33, 34, 35, 36, 37, 38, 39, 40], ""7"": [31, 32, 33, 34, 35, 36, 37, 38], ""8"": [29, 30, 31, 32, 33, 34, 35, 36], ""9"": [27, 28, 29, 30, 31, 32, 33, 34]}","{""3"": [22, 23, 24, 25], ""4"": [20, 21, 22, 23], ""5"": [19, 20, 21, 22], ""6"": [17, 18, 19, 20], ""7"": [15, 16, 17, 18], ""8"": [13, 14, 15, 16], ""9"": [11, 12, 13, 14]}","140,70,50",Clouseau Bean,Clouseau,Bean (dry) crop.,🫘,Fabaceae,Bean,Phaseolus,Start indoors if season is short.,Follow standard regional recommendations.,112-140,Snap beans: pick when pods are slender and snap cleanly; Dry beans: harvest when pods dry on plant.,"3,4,5,6,7,8,9","Aphids, beetles; diseases vary by region.","Snap: pods slender, smooth, and snap cleanly; no seed bulge. For dried beans: pods fully tan/brown and rattle; seeds hard before threshing.",Retain water,"Fertile, well‑drained loam; pH ~6.0–7.0.",,"[3, 4, 5, 6, 7, 8, 9]","Hot,Drought,Dry,Tropical",Bean0863per1407050
Incorporate compost; side‑dress as needed.,Coho (Bean),"{""3"": [38, 39, 40, 41, 42, 43, 44, 45], ""4"": [36, 37, 38, 39, 40, 41, 42, 43], ""5"": [35, 36, 37, 38, 39, 40, 41, 42], ""6"": [33, 34, 35, 36, 37, 38, 39, 40], ""7"": [31, 32, 33, 34, 35, 36, 37, 38], ""8"": [29, 30, 31, 32, 33, 34, 35, 36], ""9"": [27, 28, 29, 30, 31, 32, 33, 34]}","{""3"": [22, 23, 24, 25], ""4"": [20, 21, 22, 23], ""5"": [19, 20, 21, 22], ""6"": [17, 18, 19, 20], ""7"": [15, 16, 17, 18], ""8"": [13, 14, 15, 16], ""9"": [11, 12, 13, 14]}","140,70,50",Coho Bean,Coho,Bean (dry) crop.,🫘,Fabaceae,Bean,Phaseolus,Start indoors if season is short.,Follow standard regional recommendations.,112-140,Snap beans: pick when pods are slender and snap cleanly; Dry beans: harvest when pods dry on plant.,"3,4,5,6,7,8,9","Aphids, beetles; diseases vary by region.","Snap: pods slender, smooth, and snap cleanly; no seed bulge. For dried beans: pods fully tan/brown and rattle; seeds hard before threshing.",Retain water,"Fertile, well‑drained loam; pH ~6.0–7.0.",,"[3, 4, 5, 6, 7, 8, 9]","Hot,Drought,Dry,Tropical",Bean0863per1407050
Incorporate compost; side‑dress as needed.,Condor (Bean),"{""3"": [38, 39, 40, 41, 42, 43, 44, 45], ""4"": [36, 37, 38, 39, 40, 41, 42, 43], ""5"": [35, 36, 37, 38, 39, 40, 41, 42], ""6"": [33, 34, 35, 36, 37, 38, 39, 40], ""7"": [31, 32, 33, 34, 35, 36, 37, 38], ""8"": [29, 30, 31, 32, 33, 34, 35, 36], ""9"": [27, 28, 29, 30, 31, 32, 33, 34]}","{""3"": [22, 23, 24, 25], ""4"": [20, 21, 22, 23], ""5"": [19, 20, 21, 22], ""6"": [17, 18, 19, 20], ""7"": [15, 16, 17, 18], ""8"": [13, 14, 15, 16], ""9"": [11, 12, 13, 14]}","140,70,50",Condor Bean,Condor,Bean (dry) crop.,🫘,Fabaceae,Bean,Phaseolus,Start indoors if season is short.,Follow standard regional recommendations.,112-140,Snap beans: pick when pods are slender and snap cleanly; Dry beans: harvest when pods dry on plant.,"3,4,5,6,7,8,9","Aphids, beetles; diseases vary by region.","Snap: pods slender, smooth, and snap cleanly; no seed bulge. For dried beans: pods fully tan/brown and rattle; seeds hard before threshing.",Retain water,"Fertile, well‑drained loam; pH ~6.0–7.0.",,"[3, 4, 5, 6, 7, 8, 9]","Hot,Drought,Dry,Tropical",Bean0863per1407050
Incorporate compost; side‑dress as needed.,Cowboy (Bean),"{""3"": [38, 39, 40, 41, 42, 43, 44, 45], ""4"": [36, 37, 38, 39, 40, 41, 42, 43], ""5"": [35, 36, 37, 38, 39, 40, 41, 42], ""6"": [33, 34, 35, 36, 37, 38, 39, 40], ""7"": [31, 32, 33, 34, 35, 36, 37, 38], ""8"": [29, 30, 31, 32, 33, 34, 35, 36], ""9"": [27, 28, 29, 30, 31, 32, 33, 34]}","{""3"": [22, 23, 24, 25], ""4"": [20, 21, 22, 23], ""5"": [19, 20, 21, 22], ""6"": [17, 18, 19, 20], ""7"": [15, 16, 17, 18], ""8"": [13, 14, 15, 16], ""9"": [11, 12, 13, 14]}","140,70,50",Cowboy Bean,Cowboy,Bean (dry) crop.,🫘,Fabaceae,Bean,Phaseolus,Start indoors if season is short.,Follow standard regional recommendations.,112-140,Snap beans: pick when pods are slender and snap cleanly; Dry beans: harvest when pods dry on plant.,"3,4,5,6,7,8,9","Aphids, beetles; diseases vary by region.","Snap: pods slender, smooth, and snap cleanly; no seed bulge. For dried beans: pods fully tan/brown and rattle; seeds hard before threshing.",Retain water,"Fertile, well‑drained loam; pH ~6.0–7.0.",,"[3, 4, 5, 6, 7, 8, 9]","Hot,Drought,Dry,Tropical",Bean0863per1407050
Incorporate compost; side‑dress as needed.,Coyne (Bean),"{""3"": [38, 39, 40, 41, 42, 43, 44, 45], ""4"": [36, 37, 38, 39, 40, 41, 42, 43], ""5"": [35, 36, 37, 38, 39, 40, 41, 42], ""6"": [33, 34, 35, 36, 37, 38, 39, 40], ""7"": [31, 32, 33, 34, 35, 36, 37, 38], ""8"": [29, 30, 31, 32, 33, 34, 35, 36], ""9"": [27, 28, 29, 30, 31, 32, 33, 34]}","{""3"": [22, 23, 24, 25], ""4"": [20, 21, 22, 23], ""5"": [19, 20, 21, 22], ""6"": [17, 18, 19, 20], ""7"": [15, 16, 17, 18], ""8"": [13, 14, 15, 16], ""9"": [11, 12, 13, 14]}","140,70,50",Coyne Bean,Coyne,Bean (dry) crop.,🫘,Fabaceae,Bean,Phaseolus,Start indoors if season is short.,Follow standard regional recommendations.,112-140,Snap beans: pick when pods are slender and snap cleanly; Dry beans: harvest when pods dry on plant.,"3,4,5,6,7,8,9","Aphids, beetles; diseases vary by region.","Snap: pods slender, smooth, and snap cleanly; no seed bulge. For dried beans: pods fully tan/brown and rattle; seeds hard before threshing.",Retain water,"Fertile, well‑drained loam; pH ~6.0–7.0.",,"[3, 4, 5, 6, 7, 8, 9]","Hot,Drought,Dry,Tropical",Bean0863per1407050
Incorporate compost; side‑dress as needed.,Cran 09 (Bean),"{""3"": [38, 39, 40, 41, 42, 43, 44, 45], ""4"": [36, 37, 38, 39, 40, 41, 42, 43], ""5"": [35, 36, 37, 38, 39, 40, 41, 42], ""6"": [33, 34, 35, 36, 37, 38, 39, 40], ""7"": [31, 32, 33, 34, 35, 36, 37, 38], ""8"": [29, 30, 31, 32, 33, 34, 35, 36], ""9"": [27, 28, 29, 30, 31, 32, 33, 34]}","{""3"": [22, 23, 24, 25], ""4"": [20, 21, 22, 23], ""5"": [19, 20, 21, 22], ""6"": [17, 18, 19, 20], ""7"": [15, 16, 17, 18], ""8"": [13, 14, 15, 16], ""9"": [11, 12, 13, 14]}","140,70,50",Cran 09 Bean,Cran 09,Bean (dry) crop.,🫘,Fabaceae,Bean,Phaseolus,Start indoors if season is short.,Follow standard regional recommendations.,112-140,Snap beans: pick when pods are slender and snap cleanly; Dry beans: harvest when pods dry on plant.,"3,4,5,6,7,8,9","Aphids, beetles; diseases vary by region.","Snap: pods slender, smooth, and snap cleanly; no seed bulge. For dried beans: pods fully tan/brown and rattle; seeds hard before threshing.",Retain water,"Fertile, well‑drained loam; pH ~6.0–7.0.",,"[3, 4, 5, 6, 7, 8, 9]","Hot,Drought,Dry,Tropical",Bean0863per1407050
Incorporate compost; side‑dress as needed.,Croissant (Bean),"{""3"": [38, 39, 40, 41, 42, 43, 44, 45], ""4"": [36, 37, 38, 39, 40, 41, 42, 43], ""5"": [35, 36, 37, 38, 39, 40, 41, 42], ""6"": [33, 34, 35, 36, 37, 38, 39, 40], ""7"": [31, 32, 33, 34, 35, 36, 37, 38], ""8"": [29, 30, 31, 32, 33, 34, 35, 36], ""9"": [27, 28, 29, 30, 31, 32, 33, 34]}","{""3"": [22, 23, 24, 25], ""4"": [20, 21, 22, 23], ""5"": [19, 20, 21, 22], ""6"": [17, 18, 19, 20], ""7"": [15, 16, 17, 18], ""8"": [13, 14, 15, 16], ""9"": [11, 12, 13, 14]}","140,70,50",Croissant Bean,Croissant,Bean (dry) crop.,🫘,Fabaceae,Bean,Phaseolus,Start indoors if season is short.,Follow standard regional recommendations.,112-140,Snap beans: pick when pods are slender and snap cleanly; Dry beans: harvest when pods dry on plant.,"3,4,5,6,7,8,9","Aphids, beetles; diseases vary by region.","Snap: pods slender, smooth, and snap cleanly; no seed bulge. For dried beans: pods fully tan/brown and rattle; seeds hard before threshing.",Retain water,"Fertile, well‑drained loam; pH ~6.0–7.0.",,"[3, 4, 5, 6, 7, 8, 9]","Hot,Drought,Dry,Tropical",Bean0863per1407050
Incorporate compost; side‑dress as needed.,Blue Lake (Bean),"{""3"": [38, 39, 40, 41, 42, 43, 44, 45], ""4"": [36, 37, 38, 39, 40, 41, 42, 43], ""5"": [35, 36, 37, 38, 39, 40, 41, 42], ""6"": [33, 34, 35, 36, 37, 38, 39, 40], ""7"": [31, 32, 33, 34, 35, 36, 37, 38], ""8"": [29, 30, 31, 32, 33, 34, 35, 36], ""9"": [27, 28, 29, 30, 31, 32, 33, 34]}","{""3"": [22, 23, 24, 25], ""4"": [20, 21, 22, 23], ""5"": [19, 20, 21, 22], ""6"": [17, 18, 19, 20], ""7"": [15, 16, 17, 18], ""8"": [13, 14, 15, 16], ""9"": [11, 12, 13, 14]}","70,120,220",Blue Lake Bean,Blue Lake,Bean (garden) crop.,🫘,Fabaceae,Bean,Phaseolus,Start indoors if season is short.,Follow standard regional recommendations.,112-140,Snap beans: pick when pods are slender and snap cleanly; Dry beans: harvest when pods dry on plant.,"3,4,5,6,7,8,9","Aphids, beetles; diseases vary by region.","Snap: pods slender, smooth, and snap cleanly; no seed bulge. For dried beans: pods fully tan/brown and rattle; seeds hard before threshing. Snap beans: pods slender and smooth; snap cleanly; harvest before seed bulge for best texture.",Retain water,"Fertile, well‑drained loam; pH ~6.0–7.0.",,"[3, 4, 5, 6, 7, 8, 9]","Hot,Drought,Dry,Tropical",BeanBlueBluelake70120220
Incorporate compost; side‑dress as needed.,Cherokee Trail (Bean),"{""3"": [38, 39, 40, 41, 42, 43, 44, 45], ""4"": [36, 37, 38, 39, 40, 41, 42, 43], ""5"": [35, 36, 37, 38, 39, 40, 41, 42], ""6"": [33, 34, 35, 36, 37, 38, 39, 40], ""7"": [31, 32, 33, 34, 35, 36, 37, 38], ""8"": [29, 30, 31, 32, 33, 34, 35, 36], ""9"": [27, 28, 29, 30, 31, 32, 33, 34]}","{""3"": [22, 23, 24, 25], ""4"": [20, 21, 22, 23], ""5"": [19, 20, 21, 22], ""6"": [17, 18, 19, 20], ""7"": [15, 16, 17, 18], ""8"": [13, 14, 15, 16], ""9"": [11, 12, 13, 14]}","140,70,50",Cherokee Trail Bean,Cherokee Trail,Bean (garden) crop.,🫘,Fabaceae,Bean,Phaseolus,Start indoors if season is short.,Follow standard regional recommendations.,112-140,Snap beans: pick when pods are slender and snap cleanly; Dry beans: harvest when pods dry on plant.,"3,4,5,6,7,8,9","Aphids, beetles; diseases vary by region.","Snap: pods slender, smooth, and snap cleanly; no seed bulge. For dried beans: pods fully tan/brown and rattle; seeds hard before threshing. Snap beans: pods slender and smooth; snap cleanly; harvest before seed bulge for best texture.",Retain water,"Fertile, well‑drained loam; pH ~6.0–7.0.",,"[3, 4, 5, 6, 7, 8, 9]","Hot,Drought,Dry,Tropical",Bean0863per1407050
Incorporate compost; side‑dress as needed.,Provider (Bean),"{""3"": [38, 39, 40, 41, 42, 43, 44, 45], ""4"": [36, 37, 38, 39, 40, 41, 42, 43], ""5"": [35, 36, 37, 38, 39, 40, 41, 42], ""6"": [33, 34, 35, 36, 37, 38, 39, 40], ""7"": [31, 32, 33, 34, 35, 36, 37, 38], ""8"": [29, 30, 31, 32, 33, 34, 35, 36], ""9"": [27, 28, 29, 30, 31, 32, 33, 34]}","{""3"": [22, 23, 24, 25], ""4"": [20, 21, 22, 23], ""5"": [19, 20, 21, 22], ""6"": [17, 18, 19, 20], ""7"": [15, 16, 17, 18], ""8"": [13, 14, 15, 16], ""9"": [11, 12, 13, 14]}","140,70,50",Provider Bean,Provider,Bean (garden) crop.,🫘,Fabaceae,Bean,Phaseolus,Start indoors if season is short.,Follow standard regional recommendations.,112-140,Snap beans: pick when pods are slender and snap cleanly; Dry beans: harvest when pods dry on plant.,"3,4,5,6,7,8,9","Aphids, beetles; diseases vary by region.","Snap: pods slender, smooth, and snap cleanly; no seed bulge. For dried beans: pods fully tan/brown and rattle; seeds hard before threshing. Snap beans: pods slender and smooth; snap cleanly; harvest before seed bulge for best texture.",Retain water,"Fertile, well‑drained loam; pH ~6.0–7.0.",,"[3, 4, 5, 6, 7, 8, 9]","Hot,Drought,Dry,Tropical",Bean0863per1407050
Incorporate compost; side‑dress as needed.,Top Crop (Bean),"{""3"": [38, 39, 40, 41, 42, 43, 44, 45], ""4"": [36, 37, 38, 39, 40, 41, 42, 43], ""5"": [35, 36, 37, 38, 39, 40, 41, 42], ""6"": [33, 34, 35, 36, 37, 38, 39, 40], ""7"": [31, 32, 33, 34, 35, 36, 37, 38], ""8"": [29, 30, 31, 32, 33, 34, 35, 36], ""9"": [27, 28, 29, 30, 31, 32, 33, 34]}","{""3"": [22, 23, 24, 25], ""4"": [20, 21, 22, 23], ""5"": [19, 20, 21, 22], ""6"": [17, 18, 19, 20], ""7"": [15, 16, 17, 18], ""8"": [13, 14, 15, 16], ""9"": [11, 12, 13, 14]}","140,70,50",Top Crop Bean,Top Crop,Bean (garden) crop.,🫘,Fabaceae,Bean,Phaseolus,Start indoors if season is short.,Follow standard regional recommendations.,112-140,Snap beans: pick when pods are slender and snap cleanly; Dry beans: harvest when pods dry on plant.,"3,4,5,6,7,8,9","Aphids, beetles; diseases vary by region.","Snap: pods slender, smooth, and snap cleanly; no seed bulge. For dried beans: pods fully tan/brown and rattle; seeds hard before threshing. Snap beans: pods slender and smooth; snap cleanly; harvest before seed bulge for best texture.",Retain water,"Fertile, well‑drained loam; pH ~6.0–7.0.",,"[3, 4, 5, 6, 7, 8, 9]","Hot,Drought,Dry,Tropical",Bean0863per1407050
Incorporate compost; side‑dress as needed.,Fordhook 242 (Bean),"{""4"": [36, 37, 38, 39, 40, 41, 42, 43], ""5"": [35, 36, 37, 38, 39, 40, 41, 42], ""6"": [33, 34, 35, 36, 37, 38, 39, 40], ""7"": [31, 32, 33, 34, 35, 36, 37, 38], ""8"": [29, 30, 31, 32, 33, 34, 35, 36], ""9"": [27, 28, 29, 30, 31, 32, 33, 34]}","{""4"": [20, 21, 22, 23], ""5"": [19, 20, 21, 22], ""6"": [17, 18, 19, 20], ""7"": [15, 16, 17, 18], ""8"": [13, 14, 15, 16], ""9"": [11, 12, 13, 14]}","140,70,50",Fordhook 242 Lima Bean,Fordhook 242,Lima bean crop.,🫘,Fabaceae,Lima Bean,Phaseolus,Start indoors if season is short.,Follow standard regional recommendations.,112-140,Harvest when pods bulge and seeds are green for shellies; dry fully for storage.,"4,5,6,7,8,9","Aphids, beetles; diseases vary by region.","Shell stage: seeds green and plump, filling pods; Dry stage: pods fully dry; seeds hard and color set. Lima bean: for shellies, seeds green/plump; for dry, pods fully tan and seeds hard.",Retain water,"Fertile, well‑drained loam; pH ~6.0–7.0.",,"[4, 5, 6, 7, 8, 9]","Hot,Drought,Dry,Tropical",Bean0863per1407050
Incorporate compost; side‑dress as needed.,Henderson Bush (Bean),"{""4"": [36, 37, 38, 39, 40, 41, 42, 43], ""5"": [35, 36, 37, 38, 39, 40, 41, 42], ""6"": [33, 34, 35, 36, 37, 38, 39, 40], ""7"": [31, 32, 33, 34, 35, 36, 37, 38], ""8"": [29, 30, 31, 32, 33, 34, 35, 36], ""9"": [27, 28, 29, 30, 31, 32, 33, 34]}","{""4"": [20, 21, 22, 23], ""5"": [19, 20, 21, 22], ""6"": [17, 18, 19, 20], ""7"": [15, 16, 17, 18], ""8"": [13, 14, 15, 16], ""9"": [11, 12, 13, 14]}","140,70,50",Henderson Bush Lima Bean,Henderson Bush,Lima bean crop.,🫘,Fabaceae,Lima Bean,Phaseolus,Start indoors if season is short.,Follow standard regional recommendations.,112-140,Harvest when pods bulge and seeds are green for shellies; dry fully for storage.,"4,5,6,7,8,9","Aphids, beetles; diseases vary by region.","Shell stage: seeds green and plump, filling pods; Dry stage: pods fully dry; seeds hard and color set. Lima bean: for shellies, seeds green/plump; for dry, pods fully tan and seeds hard.",Retain water,"Fertile, well‑drained loam; pH ~6.0–7.0.",,"[4, 5, 6, 7, 8, 9]","Hot,Drought,Dry,Tropical",Bean0863per1407050
Incorporate compost; side‑dress as needed.,King of the Garden (Bean),"{""4"": [36, 37, 38, 39, 40, 41, 42, 43], ""5"": [35, 36, 37, 38, 39, 40, 41, 42], ""6"": [33, 34, 35, 36, 37, 38, 39, 40], ""7"": [31, 32, 33, 34, 35, 36, 37, 38], ""8"": [29, 30, 31, 32, 33, 34, 35, 36], ""9"": [27, 28, 29, 30, 31, 32, 33, 34]}","{""4"": [20, 21, 22, 23], ""5"": [19, 20, 21, 22], ""6"": [17, 18, 19, 20], ""7"": [15, 16, 17, 18], ""8"": [13, 14, 15, 16], ""9"": [11, 12, 13, 14]}","140,70,50",King of the Garden Lima Bean,King of the Garden,Lima bean crop.,🫘,Fabaceae,Lima Bean,Phaseolus,Start indoors if season is short.,Follow standard regional recommendations.,112-140,Harvest when pods bulge and seeds are green for shellies; dry fully for storage.,"4,5,6,7,8,9","Aphids, beetles; diseases vary by region.","Shell stage: seeds green and plump, filling pods; Dry stage: pods fully dry; seeds hard and color set. Lima bean: for shellies, seeds green/plump; for dry, pods fully tan and seeds hard.",Retain water,"Fertile, well‑drained loam; pH ~6.0–7.0.",,"[4, 5, 6, 7, 8, 9]","Hot,Drought,Dry,Tropical",Bean0863per1407050
Incorporate compost; side‑dress as needed.,Berken (Cowpea/Mung bean),"{""5"": [35, 36, 37, 38, 39, 40, 41, 42], ""6"": [33, 34, 35, 36, 37, 38, 39, 40], ""7"": [31, 32, 33, 34, 35, 36, 37, 38], ""8"": [29, 30, 31, 32, 33, 34, 35, 36], ""9"": [27, 28, 29, 30, 31, 32, 33, 34], ""10"": [25, 26, 27, 28, 29, 30, 31, 32]}","{""5"": [19, 20, 21, 22], ""6"": [17, 18, 19, 20], ""7"": [15, 16, 17, 18], ""8"": [13, 14, 15, 16], ""9"": [11, 12, 13, 14], ""10"": [9, 10, 11, 12]}","150,85,60",Berken Pea,Berken,Mung bean crop.,🫘,Fabaceae,Pea,Vigna,Start indoors if season is short.,Follow standard regional recommendations.,112-140,Pick when pods are full but tender; sugars decline if overmature.,"5,6,7,8,9,10","Aphids, beetles; diseases vary by region.","Shelling: pods filled, still tender; seeds sweet. Snow: pods flat and glossy. Edible pod: walls crisp, seeds not hard.",Retain water,"Fertile, well‑drained loam; pH ~6.0–7.0.",,"[5, 6, 7, 8, 9, 10]","Hot,Drought,Dry,Tropical",PeaBerken1508560
Incorporate compost; side‑dress as needed.,Oklahoma 1 (Cowpea/Mung bean),"{""5"": [35, 36, 37, 38, 39, 40, 41, 42], ""6"": [33, 34, 35, 36, 37, 38, 39, 40], ""7"": [31, 32, 33, 34, 35, 36, 37, 38], ""8"": [29, 30, 31, 32, 33, 34, 35, 36], ""9"": [27, 28, 29, 30, 31, 32, 33, 34], ""10"": [25, 26, 27, 28, 29, 30, 31, 32]}","{""5"": [19, 20, 21, 22], ""6"": [17, 18, 19, 20], ""7"": [15, 16, 17, 18], ""8"": [13, 14, 15, 16], ""9"": [11, 12, 13, 14], ""10"": [9, 10, 11, 12]}","150,85,60",Oklahoma 1 Pea,Oklahoma 1,Mung bean crop.,🫘,Fabaceae,Pea,Vigna,Start indoors if season is short.,Follow standard regional recommendations.,112-140,Pick when pods are full but tender; sugars decline if overmature.,"5,6,7,8,9,10","Aphids, beetles; diseases vary by region.","Shelling: pods filled, still tender; seeds sweet. Snow: pods flat and glossy. Edible pod: walls crisp, seeds not hard.",Retain water,"Fertile, well‑drained loam; pH ~6.0–7.0.",,"[5, 6, 7, 8, 9, 10]","Hot,Drought,Dry,Tropical",PeaBerken1508560
Incorporate compost; side‑dress as needed.,Chioggia (Beet/Chard),"{""2"": [1, 2, 3, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52], ""3"": [23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50], ""4"": [21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52], ""5"": [1, 2, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52], ""6"": [1, 2, 3, 4, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52], ""7"": [1, 2, 3, 4, 5, 6, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 45, 46, 47, 48, 49, 50, 51, 52], ""8"": [1, 2, 3, 4, 5, 6, 7, 8, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 47, 48, 49, 50, 51, 52], ""9"": [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 49, 50, 51, 52]}","{""2"": [12, 13, 14, 15, 16, 17, 34, 35, 36, 37, 38, 39], ""3"": [15, 16, 17, 18, 19, 20, 29, 30, 31, 32, 33, 34], ""4"": [13, 14, 15, 16, 17, 18, 31, 32, 33, 34, 35, 36], ""5"": [12, 13, 14, 15, 16, 17, 33, 34, 35, 36, 37, 38], ""6"": [10, 11, 12, 13, 14, 15, 35, 36, 37, 38, 39, 40], ""7"": [8, 9, 10, 11, 12, 13, 37, 38, 39, 40, 41, 42], ""8"": [6, 7, 8, 9, 10, 11, 39, 40, 41, 42, 43, 44], ""9"": [4, 5, 6, 7, 8, 9, 41, 42, 43, 44, 45, 46]}","140,200,120",Chioggia Swiss Chard,Chioggia,Beet crop.,🥬,Amaranthaceae,Swiss Chard,Beta,Start indoors if season is short.,Follow standard regional recommendations.,56-112,"Cut outer leaves regularly; tender at 8–12"" leaves.","2,3,4,5,6,7,8,9","Aphids, beetles; diseases vary by region.",Leaves vibrant with crisp petioles; harvest outer leaves 20–30 cm long. Avoid limp leaves or heavy insect damage. Candy‑stripe beet: pick at 4–6 cm to keep rings crisp and sweet; rings blur in very mature roots; tops edible young.,Retain water,"Fertile, well‑drained loam; pH ~6.0–7.0.",,"[2, 3, 4, 5, 6, 7, 8, 9]","Cool,Cold,Wet",BeetchardChioggia140200120
Incorporate compost; side‑dress as needed.,Detroit Dark Red (Beet/Chard),"{""2"": [1, 2, 3, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52], ""3"": [23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50], ""4"": [21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52], ""5"": [1, 2, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52], ""6"": [1, 2, 3, 4, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52], ""7"": [1, 2, 3, 4, 5, 6, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 45, 46, 47, 48, 49, 50, 51, 52], ""8"": [1, 2, 3, 4, 5, 6, 7, 8, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 47, 48, 49, 50, 51, 52], ""9"": [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 49, 50, 51, 52]}","{""2"": [12, 13, 14, 15, 16, 17, 34, 35, 36, 37, 38, 39], ""3"": [15, 16, 17, 18, 19, 20, 29, 30, 31, 32, 33, 34], ""4"": [13, 14, 15, 16, 17, 18, 31, 32, 33, 34, 35, 36], ""5"": [12, 13, 14, 15, 16, 17, 33, 34, 35, 36, 37, 38], ""6"": [10, 11, 12, 13, 14, 15, 35, 36, 37, 38, 39, 40], ""7"": [8, 9, 10, 11, 12, 13, 37, 38, 39, 40, 41, 42], ""8"": [6, 7, 8, 9, 10, 11, 39, 40, 41, 42, 43, 44], ""9"": [4, 5, 6, 7, 8, 9, 41, 42, 43, 44, 45, 46]}","200,30,30",Detroit Dark Red Swiss Chard,Detroit Dark Red,Beet crop.,🥬,Amaranthaceae,Swiss Chard,Beta,Start indoors if season is short.,Follow standard regional recommendations.,56-112,"Cut outer leaves regularly; tender at 8–12"" leaves.","2,3,4,5,6,7,8,9","Aphids, beetles; diseases vary by region.",Leaves vibrant with crisp petioles; harvest outer leaves 20–30 cm long. Avoid limp leaves or heavy insect damage. Deep red beet: harvest at 4–6 cm for tenderness; interior uniformly dark; oversized roots may be earthy/woody.,Retain water,"Fertile, well‑drained loam; pH ~6.0–7.0.",,"[2, 3, 4, 5, 6, 7, 8, 9]","Cool,Cold,Wet",AmaranthRedAllredleaf2003030
