"Symbol","Scientific Name with Author","GSAT Common Name"
"MILAV","Mirabilis laevis (Benth.) Curran var. villosa (Kellogg) Spellenb.","Bigelow's four o'clock"
"MILE","Mimulus leptaleus A. Gray","least monkeyflower"
"MILE2","Mimulus lewisii Pursh","Lewis' monkeyflower"
"MILI3","Mirabilis linearis (Pursh) Heimerl","linearleaf four-o'clock"
"MILI5","Microseris lindleyi (DC.) A. Gray","threadleaf microseris"
"MILI5","Microseris lindleyi (DC.) A. Gray","threadleaf silverpuffs"
"MIMET","Mimetanthe Greene","mimetanthe"
"MIMO2","Mimulus montioides A. Gray","mountain monkeyflower"
"MIMO3","Mimulus moschatus Douglas ex Lindl.","musk monkeyflower"
"MIMOM2","Mimulus moschatus Douglas ex Lindl. var. moschatus","muskflower"
"MIMU","Mirabilis multiflora (Torr.) A. Gray","Colorado four-o'clock"
"MIMUG","Mirabilis multiflora (Torr.) A. Gray var. glandulosa (Standl.) J.F. Macbr.","Colorado four o'clock"
"MIMUL","Mimulus L.","monkeyflower"
"MIMUM","Mirabilis multiflora (Torr.) A. Gray var. multiflora","Colorado four o'clock"
"MIMUP","Mirabilis multiflora (Torr.) A. Gray var. pubescens S. Watson","Colorado four o'clock"
"MINA","Mimulus nanus Hook. & Arn.","dwarf purple monkeyflower"
"MINAM2","Mimulus nanus Hook. & Arn. var. mephiticus (A.L. Grant) D. M. Thomps.","foul-odor monkeyflower"
"MINAN2","Mimulus nanus Hook. & Arn. var. nanus (A.L. Grant) D. M. Thomps.","dwarf purple monkeyflower"
"MINU","Microseris nutans (Hook.) Sch. Bip.","nodding silverpuffs"
"MINU4","Minuartia nuttallii (Pax) Briq.","Nuttall's sandwort"
"MINUA","Minuartia L.","sandwort"
"MINUF","Minuartia nuttallii (Pax) Briq. ssp. fragilis (Maguire & A.H. Holmgren) McNeill","brittle sandwort"
"MINUG","Minuartia nuttallii (Pax) Briq. ssp. gracilis (B.L. Rob.) McNeill","brittle sandwort"
"MINY","Mirabilis nyctaginea (Michx.) MacMill.","heartleaf four-o'clock"
"MIOB2","Minuartia obtusiloba (Rydb.) House","alpine sandwort"
"MIOV2","Mimulus ovatus (A. Gray) N.H. Holmgren","Carson monkeyflower"
"MIOX","Mirabilis oxybaphoides (A. Gray) A. Gray","spreading four-o'clock"
"MIPA3","Mimulus parishii Greene","Parish's monkeyflower"
"MIPA4","Mimulus parryi A. Gray","redspot monkeyflower"
"MIPE","Mitella pentandra Hook.","fivestamen miterwort"
"MIPI5","Mimetanthe pilosa (Benth.) Greene","false monkeyflower"
"MIPR","Mimulus primuloides Benth.","primrose monkeyflower"
"MIPRP2","Mimulus primuloides Benth. var. primuloides","primrose monkeyflower"
"MIPU5","Mirabilis pudica Barneby","bashful four-o'clock"
"MIPU6","Mirabilis pumila (Standl.) Standl.","little four-o'clock"
"MIPU7","Minuartia pusilla (S. Watson) Mattf.","dwarf sandwort"
"MIPUP","Minuartia pusilla (S. Watson) Mattf. var. pusilla","annual sandwort"
"MIPUP3","Mirabilis pudica Barneby var. pubescens Kartesz & Gandhi","bashful four o'clock"
"MIPUP4","Mirabilis pudica Barneby var. pudica","bashful four o'clock"
"MIRAB","Mirabilis L.","four-o'clock"
"MIRU","Mimulus rubellus A. Gray","red monkeyflower"
"MIRU3","Minuartia rubella (Wahlenb.) Hiern.","beautiful sandwort"
"MISP","Mimulus spissus A.L. Grant","compact monkeyflower"
"MISU2","Mimulus suksdorfii A. Gray","Suksdorf's monkeyflower"
"MITEL","Mitella L.","miterwort"
"MITI","Mimulus tilingii Regel","subalpine monkeyflower"
"MITIT","Mimulus tilingii Regel var. tilingii","Tiling's monkeyflower"
"MIYU","Minuartia yukonensis Hultén","Yukon stitchwort"
"MOAL","Morus alba L.","WHITE MULBERRY"
"MOBE","Monoptilon bellidiforme Torr. & A. Gray ex A. Gray","Mojave desertstar"
"MOBE2","Monoptilon bellioides (A. Gray) H.M. Hall","desertstar"
"MOBR","Mohavea breviflora Coville","golden desert snapdragon"
"MOCE","Mollugo cerviana (L.) Ser.","threadstem carpetweed"
"MOCH","Montia chamissoi (Ledeb. ex Spreng.) Greene","toadlily"
"MOCO","Mohavea confertiflora (A. DC.) A. Heller","ghost flower"
"MOEHR","Moehringia L.","moehringia"
"MOFIM2","Monarda fistulosa L. ssp. fistulosa var. menthifolia (Graham) Fernald","singlehead horsemint"
"MOFO","Montia fontana L.","Fountain miner'slettucer"
"MOFO","Montia fontana L.","Hall's miner'slettuce"
"MOGL","Monardella glauca Greene","gray monardella"
"MOHAV","Mohavea A. Gray","Mohavea"
"MOLA","Moluccella laevis L.","shellflower"
"MOLA2","Monardella lanceolata A. Gray","mustang mint"
"MOLA6","Moehringia lateriflora (L.) Fenzl","grove sandwort"
"MOLAL","Monardella lanceolata A. Gray var. lanceolata","mustang mint"
"MOLI3","Monardella linoides A. Gray","narrowleaf monardella"
"MOLI4","Montia linearis (Douglas ex Hook.) Greene","narrowleaf miner'slettuce"
"MOLIL","Monardella linoides A. Gray ssp. linoides","flaxleaf mountainbalm"
"MOLIS","Monardella linoides A. Gray ssp. stricta (Parish) Epling","flaxleaf mountainbalm"
"MOLLU","Mollugo L.","CARPETWEED"
"MOLUC","Moluccella L.","moluccella"
"MONAR","Monarda L.","horsemint"
"MONAR2","Monardella Benth.","monardella"
"MONES","Moneses Salisb. ex Gray","moneses"
"MONI","Morus nigra L.","Russian mulberry"
"MONOL","Monolepis Schrad.","monlepis"
"MONOP","Monoptilon Torr. & A. Gray","desertstar"
"MONTI","Montia L.","miner'slettuce"
"MONU","Monolepis nuttalliana (Schult.) Greene","NUTTALL MONOLEPIS"
"MOOD","Monardella odoratissima Benth.","Pacific monardella"
"MOODO","Monardella odoratissima Benth. ssp. odoratissima","alpine mountainbalm"
"MOODP","Monardella odoratissima Benth. ssp. pallida (A. Heller) Epling","alpine mountainbalm"
"MOPE","Monarda pectinata Nutt.","WHITE HORSEMINT"
"MOPU3","Monolepis pusilla Torr. ex S. Watson","small monolepis"
"MORTO","Mortonia A. Gray","Mortonia"
"MORU2","Morus rubra L.","RED MULBERRY"
"MORUS","Morus L.","mulberry"
"MOSP","Monolepis spathulata A. Gray","beaver monolepis"
"MOUN2","Moneses uniflora (L.) A. Gray","single delight"
"MOUT","Mortonia utahensis (Coville ex A. Gray) A. Nelson","Utah mortonia"
"MOVE","Mollugo verticillata L.","green carpetweed"
"MUAN","Muhlenbergia andina (Nutt.) Hitchc.","foxtail muhly"
"MUAS","Muhlenbergia asperifolia (Nees & Meyen ex Trin.) Parodi","ALKALI MUHLY"
"MUCO","Muilla coronata Greene","crowned muilla"
"MUCU","Muhlenbergia curtifolia Scribn.","Utah muhly"
"MUDI","Musineon divaricatum (Pursh) Raf.","leafy musineon"
"MUDIH","Musineon divaricatum (Pursh) Raf. var. hookeri (Torr. & A. Gray) Mathias","Hooker's wildparsley"
"MUFI2","Muhlenbergia filiformis (Thurb. ex S. Watson) Rydb.","PULLUP MUHLY"
"MUFR","Muhlenbergia fragilis Swallen","delicate muhly"
"MUGL3","Muhlenbergia glomerata (Willd.) Trin.","marsh muhly"
"MUHLE","Muhlenbergia Schreb.","muhly"
"MUILL","Muilla S. Watson ex Benth.","muilla"
"MULO","Muhlenbergia longiligula Hitchc.","longtongue muhly"
"MUME2","Muhlenbergia mexicana (L.) Trin.","Mexican muhly"
"MUMI","Muhlenbergia microsperma (DC.) Trin.","littleseed muhly"
"MUMI2","Muhlenbergia minutissima (Steud.) Swallen","annual muhly"
"MUMO","Muhlenbergia montana (Nutt.) Hitchc.","MOUNTAIN MUHLY"
"MUNRO3","Munroa Torr., orth. cons.","FALSE BUFFALOGRASS"
"MUPO2","Muhlenbergia porteri Scribn. ex Beal","bush muhly"
"MUPU2","Muhlenbergia pungens Thurb.","SANDHILL MUHLY"
"MURA","Muhlenbergia racemosa (Michx.) Britton, Sterns & Poggenb.","marsh muhly"
"MURE","Muhlenbergia repens (J. Presl) Hitchc.","creeping muhly"
"MURI","Muhlenbergia richardsonis (Trin.) Rydb.","mat muhly"
"MURI2","Muhlenbergia rigens (Benth.) Hitchc.","deergrass"
"MUSIN","Musineon Raf.","musineon"
"MUSQ3","Munroa squarrosa (Nutt.) Torr.","FALSE BUFFALOGRASS"
"MUTE4","Muhlenbergia tenuifolia (Kunth) Trin.","Navajo muhly"
"MUTH","Muhlenbergia thurberi Rydb.","Thurber's muhly"
"MUTO2","Muhlenbergia torreyi (Kunth) Hitchc. ex Bush","RING MUHLY"
"MUTR","Muilla transmontana Greene","inland muilla"
"MUUT","Muhlenbergia utilis (Torr.) Hitchc.","aparejograss"
"MYCU","Myosurus cupulatus S. Watson","Arizona mousetail"
"MYDI","Myosotis discolor Pers.","yellowandblue forget-me-not"
"MYLA","Myosotis laxa Lehm.","bay forget-me-not"
"MYMI2","Myosurus minimus L.","TINY MOUSETAIL"
"MYOSO","Myosotis L.","forget-me-not"
"MYOSU","Myosurus L.","mousetail"
"MYRIO","Myriophyllum L.","watermilfoil"
"MYSC","Myosotis scorpioides L.","true forget-me-not"
"MYSI","Myriophyllum sibiricum Kom.","American watermilfoil"
"MYSP2","Myriophyllum spicatum L.","spiked watermilfoil"
"MYST2","Myosotis stricta Link ex Roem. & Schult.","strict forget-me-not"
"NAAR","Nama aretioides (Hook. & Arn.) Brand","purple nama"
"NABR","Navarretia breweri (A. Gray) Greene","yellow navarretia"
"NACA3","Nama californicum (A. Gray) Bacon","California lemmonia"
"NACA3","Nama californicum (A. Gray) Bacon","California nama"
"NACA6","Navarretia capillaris (Kellogg) Kuntze","smoothleaf gilia"
"NADE","Nama demissum A. Gray","leafy nama"
"NADE2","Nama densum Lemmon","mat nama"
"NADE3","Nama depressum Lemmon ex A. Gray","narrowleaf nama"
"NADED","Nama demissum A. Gray var. demissum","purplemat"
"NADED2","Nama densum Lemmon var. densum","leafy fiddleleaf"
"NADEP","Nama densum Lemmon var. parviflorum (Greenm.) C.L. Hitchc.","leafy fiddleleaf"
"NADI3","Navarretia divaricata (Torr. ex A. Gray) Greene","mountain navarretia"
"NADID","Navarretia divaricata (Torr. ex A. Gray) Greene ssp. divaricata","divaricate navarretia"
"NAFL","Najas flexilis (Willd.) Rostk. & Schmidt","nodding waternymph"
"NAGU","Najas guadalupensis (Spreng.) Magnus","common waternymph"
"NAGUG","Najas guadalupensis (Spreng.) Magnus ssp. guadalupensis","Guadalupe waternymph"
"NAHI","Nama hispidum A. Gray","BRISTLY NAMA"
"NAIN2","Navarretia intertexta (Benth.) Hook.","needleleaf navarretia"
"NAINP3","Navarretia intertexta (Benth.) Hook. ssp. propinqua (Suksd.) Day","Great Basin navarretia"
"NAJAS","Najas L.","waternymph"
"NALE","Navarretia leucocephala Benth.","whitehead navarretia"
"NALEB2","Navarretia leptalea (A. Gray) L.A. Johnson ssp. bicolor (H. Mason & A.D. Grant) L.A. Johnson","Bridges' gilia"
"NALEL2","Navarretia leptalea (A. Gray) L.A. Johnson ssp. leptalea","Bridge's gilia"
"NALEM","Navarretia leucocephala Benth. ssp. minima (Nutt.) Day","least navarretia"
"NALO","Nama lobbii A. Gray","wooly nama"
"NAMA","Najas marina L.","spiny waternymph"
"NAMA4","Nama L.","Nama"
"NAOF","Nasturtium officinale W.T. Aiton","WATERCRESS"
"NAPU","Nama pusillum Lemmon ex A. Gray","smallleaf nama"
"NARO","Nama rothrockii A. Gray","baldhead nama"
"NASIS","Navarretia sinistra (M.E. Jones) L.A. Johnson ssp. sinistra","Alva Day's gilia"
"NASIS","Navarretia sinistra (M.E. Jones) L.A. Johnson ssp. sinistra","Alva Day's gilia"
"NAVAR","Navarretia Ruiz & Pav.","navarretia"
"NEBR","Nemophila breviflora A. Gray","Great Basin blue-eyes"
"NECA2","Nepeta cataria L.","CATNIP"
"NEFI","Neogaerrhinum filipes (A. Gray) Rothm.","Filipes' snapdragon"
"NEGL","Nemacladus glanduliferus Jeps.","glandular threadplant"
"NEGLG","Nemacladus glanduliferus Jeps. var. glanduliferus","glandular threadplant"
"NEGLO","Nemacladus glanduliferus Jeps. var. orientalis McVaugh","glandular threadplant"
"NEGR","Nemacladus gracilis Eastw.","slender threadplant"
"NEMAC2","Nemacladus Nutt.","threadplant"
"NEME","Nemophila menziesii Hook. & Arn.","baby blue-eyes"
"NEMEI","Nemophila menziesii Hook. & Arn. var. integrifolia Parish","Menzies' baby blue eyes"
"NEMOP","Nemophila Nutt.","blue-eyes"
"NEOGA","Neogaerrhinum Rothm.","neogaerrhinum"
"NEOL","Nerium oleander L.","oleander"
"NEOLL","Neolloydia Britton & Rose","neolloydia cactus"
"NEPA","Nemophila parviflora Douglas ex Benth.","smallflower blue-eyes"
"NEPAA","Nemophila parviflora Douglas ex Benth. var. austiniae (Eastw.) Brand","groovelover"
"NEPE","Nemophila pedunculata Douglas ex Benth.","littlefoot blue-eyes"
"NEPET","Nepeta L.","nepeta"
"NERI","Nemacladus rigidus Curran","rigid threadplant"
"NERU","Nemacladus rubescens Greene","desert threadplant"
"NERUR","Nemacladus rubescens Greene var. rubescens","desert threadplant"
"NESI","Nemacladus sigmoideus G.T. Robbins","smallflower threadplant"
"NESP","Nemophila spatulata Coville","Sierra blue-eyes"
"NEST5","Nestotus stenophyllus (A. Gray) R.P. Roberts, Urbatsch & Neubig","linearleaf goldenbush"
"NIAC","Nicotiana acuminata (Graham) Hook.","manyflower tobacco"
"NIACM","Nicotiana acuminata (Graham) Hook. var. multiflora (Phil.) Reiche","manyflower tobacco"
"NIAT","Nicotiana attenuata Torr. ex S. Watson","coyote tobacco"
"NICOT","Nicotiana L.","tobacco"
"NIGL","Nicotiana glauca Graham","tree tobacco"
"NIMO","Nitrophila mohavensis Munz & Roos","Amargosa niterwort"
"NIOB","Nicotiana obtusifolia M. Martens & Galeotti","DESERT TOBACCO"
"NIOBO","Nicotiana obtusifolia M. Martens & Galeotti var. obtusifolia","DESERT TOBACCO"
"NIOC2","Nitrophila occidentalis (Moq.) S. Watson","western niterwort"
"NIQU","Nicotiana quadrivalvis Pursh","INDIAN TOBACCO"
"NIQUB","Nicotiana quadrivalvis Pursh var. bigelovii (Torr.) DeWolf","Bigelow's tobacco"
"NITRO","Nitrophila S. Watson","niterwort"
"NOBI","Nolina bigelovii (Torr.) S. Watson","Bigelow's nolina"
"NOFEG","Noccaea fendleri (A. Gray) Holub ssp. glauca (A. Nelson) Al-Shehbaz & M. Koch","alpine pennycress"
"NOFEG","Noccaea fendleri (A. Gray) Holub ssp. glauca (A. Nelson) Al-Shehbaz & M. Koch","alpine pennycress"
"NOLIN","Nolina Michx.","beargrass"
"NOMI","Nolina microcarpa S. Watson","SACAHUISTA"
"NOTHO5","Nothocalais (A. Gray) Greene","nothocalais"
"NOTR2","Nothocalais troximoides (A. Gray) Greene","false agoseris"
"NULU","Nuphar lutea (L.) Sm.","yellow cowlily"
"NULUP","Nuphar lutea (L.) Sm. ssp. polysepala (Engelm.) E.O. Beal","Rocky Mountain pondlily"
"NUPHA","Nuphar Sm.","pondlilly"
"NYMPH","Nymphaea L.","WATERLILY"
"NYOD","Nymphaea odorata Aiton","WHITE WATERLILY"
"OEAL","Oenothera albicaulis Pursh","whitest eveningprimrose"
"OEBI","Oenothera biennis L.","COMMON EVENINGPRIMROSE"
"OEBR","Oenothera brachycarpa A. Gray","shortfruit eveningprimrose"
"OECA10","Oenothera caespitosa Nutt.","tufted eveningprimrose"
"OECA2","Oenothera californica (S. Watson) S. Watson","California eveningprimrose"
"OECA5","Oenothera cavernae Munz","cavedwelling eveningprimrose"
"OECAA2","Oenothera californica (S. Watson) S. Watson ssp. avita W. Klein","California eveningprimrose"
"OECAC2","Oenothera caespitosa Nutt. ssp. caespitosa","tufted eveningprimrose"
"OECAC3","Oenothera caespitosa Nutt. ssp. crinita (Rydb.) Munz","tufted eveningprimrose"
"OECAE2","Oenothera californica (S. Watson) S. Watson ssp. eurekensis (Munz & Roos) W. Klein","California eveningprimrose"
"OECAM4","Oenothera caespitosa Nutt. ssp. marginata (Nutt. ex Hook. & Arn.) Munz","tufted eveningprimrose"
"OECU2","Oenothera curtiflora W.L. Wagner & Hoch","smallflower beeblossom"
"OEDE2","Oenothera deltoides Torr. & Frém.","birdcage eveningprimrose"
"OEDEA","Oenothera deltoides Torr. & Frém. ssp. ambigua (S. Watson) W. Klein","birdcage eveningprimrose"
"OEDED4","Oenothera deltoides Torr. & Frém. ssp. deltoides","triangle eveningprimrose"
"OEDEP","Oenothera deltoides Torr. & Frém. ssp. piperi (Munz) W. Klein","Piper's eveningprimrose"
"OEEL","Oenothera elata Kunth","western eveningprimrose"
"OEELH","Oenothera elata Kunth ssp. hirsutissima (A. Gray ex S. Watson) W. Dietr.","Hooker's eveningprimrose"
"OEFL","Oenothera flava (A. Nelson) Garrett","yellow eveningprimrose"
"OEFLF","Oenothera flava (A. Nelson) Garrett ssp. flava","yellow eveningprimrose"
"OEHE3","Oenothera heterophylla Spach","variableleaf eveningprimrose"
"OEHEO","Oenothera heterophylla Spach ssp. orientalis W. Dietr., P.H. Raven & W.L. Wagner","oriental eveningprimrose"
"OEHO2","Oenothera howardii (A. Nelson) W.L. Wagner","Howard's eveningprimrose"
"OELO","Oenothera longissima Rydb.","longstem eveningprimrose"
"OEMAM","Oenothera macrocarpa Nutt. ssp. macrocarpa","least duckweed"
"OENOT","Oenothera L.","beeblossom"
"OENOT","Oenothera L.","eveningprimrose"
"OEPA","Oenothera pallida Lindl.","pale eveningprimrose"
"OEPAP","Oenothera pallida Lindl. ssp. pallida","pale eveningprimrose"
"OEPAR","Oenothera pallida Lindl. ssp. runcinata (Engelm.) Munz & W. Klein","pale eveningprimrose"
"OEPR","Oenothera primiveris A. Gray","desert eveningprimrose"
"OEPRB","Oenothera primiveris A. Gray ssp. bufonis (M.E. Jones) Munz","desert eveningprimrose"
"OEPRP","Oenothera primiveris A. Gray ssp. primiveris","desert eveningprimrose"
"OESU3","Oenothera suffrutescens (Ser.) W.L. Wagner & Hoch","scarlet beeblossom"
"OEVI","Oenothera villosa Thunb.","hairy eveningprimrose"
"OEVIS","Oenothera villosa Thunb. ssp. strigosa (Rydb.) W. Dietr. & P.H. Raven","hairy eveningprimrose"
"OEXY","Oenothera xylocarpa Coville","woodyfruit eveningprimrose"
"OLDO","Olsynium douglasii (A. Dietr.) E.P. Bicknell","Douglas' olsynium"
"OLDOD","Olsynium douglasii (A. Dietr.) E.P. Bicknell var. douglasii","Douglas' blue-eyed grass"
"OLDOI","Olsynium douglasii (A. Dietr.) E.P. Bicknell var. inflatum (Suksd.) Cholewa & Douglass M. Hend.","inflated olsynium"
"OLIGO","Oligomeris Camb.","oligomeris"
"OLLI","Oligomeris linifolia (Vahl) J.F. Macbr.","oligomeris"
"OLSYN","Olsynium Raf.","olsynium"
"OLTE","Olneya tesota A. Gray","desert ironwood"
"ONAC","Onopordum acanthium L.","Scotsh thistle"
"ONOBR","Onobrychis Mill.","sainfoin"
"ONOPO","Onopordum L.","cottonthistle"
"ONVI","Onobrychis viciifolia Scop.","sainfoin"
"OPAU2","Opuntia aurea E.M. Baxter","golden pricklypear"
"OPBA2","Opuntia basilaris Engelm. & J.M. Bigelow","beavertail pricklypear"
"OPBAB","Opuntia basilaris Engelm. & J.M. Bigelow var. brachyclada (Griffiths) Munz","beavertail pricklypear"
"OPBAB2","Opuntia basilaris Engelm. & J.M. Bigelow var. basilaris","beavertail pricklypear"
"OPCH","Opuntia chlorotica Engelm. & J.M. Bigelow","pancake pricklypear"
"OPCU2","Opuntia ×curvospina Griffiths (pro sp.) [chlorotica × phaeacantha]","Searchlight pricklypear"
"OPEN3","Opuntia engelmannii Salm-Dyck ex Engelm.","cactus apple"
"OPENE","Opuntia engelmannii Salm-Dyck ex Engelm. var. engelmannii","desert pricklypear"
"OPFR","Opuntia fragilis (Nutt.) Haw.","pygmy pricklypear"
"OPFR","Opuntia fragilis (Nutt.) Haw.","BRITTLE PRICKLYPEAR"
"OPMA3","Opuntia martiniana (L.D. Benson) Parfitt","coastal pricklypear"
"OPPH","Opuntia phaeacantha Engelm.","Mojave pricklypear"
"OPPH","Opuntia phaeacantha Engelm.","tulip pricklypear"
"OPPO","Opuntia polyacantha Haw.","PLAINS PRICKLYPEAR"
"OPPOE","Opuntia polyacantha Haw. var. erinacea (Engelm. & J.M. Bigelow ex Engelm.) Parfitt","grizzlybear pricklypear"
"OPPOE","Opuntia polyacantha Haw. var. erinacea (Engelm. & J.M. Bigelow ex Engelm.) Parfitt","grizzlybear pricklypear"
"OPPOP","Opuntia polyacantha Haw. var. polyacantha","grizzlybear pricklypear"
"OPPOP","Opuntia polyacantha Haw. var. polyacantha","hairspine pricklypear"
"OPPOP","Opuntia polyacantha Haw. var. polyacantha","Utah grizzlybear pricklypear"
"OPPOP","Opuntia polyacantha Haw. var. polyacantha","hairspine pricklypear"
"OPPOP","Opuntia polyacantha Haw. var. polyacantha","hairspine pricklypear"
"OPUNT","Opuntia Mill.","pricklypear"
"ORAL4","Oreostemma alpigenum (Torr. & A. Gray) Greene","alpine aster"
"ORALA2","Oreostemma alpigenum (Torr. & A. Gray) Greene var. alpigenum","alpine aster"
"ORALA3","Oreostemma alpigenum (Torr. & A. Gray) Greene var. andersonii (A. Gray) G.L. Nesom","alpine aster"
"ORALH","Oreostemma alpigenum (Torr. & A. Gray) Greene var. haydenii (Porter) G.L. Nesom","alpine aster"
"ORCA2","Orobanche californica Cham. & Schltdl.","California broomrape"
"ORCAG2","Orobanche californica Cham. & Schltdl. ssp. grayana (G. Beck) Heckard","Gray's broomrape"
"ORCO4","Orobanche cooperi (A. Gray) A. Heller","desert broomrape"
"ORCO4","Orobanche cooperi (A. Gray) A. Heller","Cooper's broomrape"
"ORCO4","Orobanche cooperi (A. Gray) A. Heller","desert broomrape"
"ORCO5","Orobanche corymbosa (Rydb.) Ferris","Rydberg's broomrape"
"ORCOC3","Orobanche corymbosa (Rydb.) Ferris ssp. corymbosa","flattop broomrape"
"ORCU","Orthocarpus cuspidatus Greene","Siskiyou Mountain owlclover"
"ORCUC","Orthocarpus cuspidatus Greene ssp. copelandii (Eastw.) T.I. Chuang & Heckard","Copeland's owlclover"
"ORCUC2","Orthocarpus cuspidatus Greene ssp. cryptanthus (Piper) T.I. Chuang & Heckard","cryptantha owlclover"
"OREOS","Oreostemma Greene","oreostemma"
"ORFA","Orobanche fasciculata Nutt.","PURPLE BROOMRAPE"
"ORLU","Orobanche ludoviciana Nutt.","LOUISIANA BROOMRAPE"
"ORLU2","Orthocarpus luteus Nutt.","yellow owlclover"
"ORLUL2","Orobanche ludoviciana Nutt. ssp. ludoviciana","sand broomrape"
"ORLUM","Orobanche ludoviciana Nutt. ssp. multiflora (Nutt.) T.S. Collins ex H.L. White & W.C. Holmes","MANYFLOWERED BROOMRAPE"
"ORNE","Oryctes nevadensis S. Watson","Nevada oryctes"
"OROBA","Orobanche L.","broomrape"
"ORPU2","Orthocarpus purpureoalbus A. Gray ex S. Watson","purplewhite owlclover"
"ORSE","Orthilia secunda (L.) House","oneside wintergreen"
