CommonName,Family,Genus,Cultivar,Description,GrowingAdvice,WeatherTolerance,OptimalZones,GrowingDays,TransplantAge,USDAZoneList,BestHarvest,BestPlantingDates,GreenhouseInstructions,SoilInfo,Pests,Amendments,SoilConditions,Approved CommonName,Emoji,ColorRGB
Chioggia (Beet/Chard),Amaranthaceae,Beta,Chioggia,Beet crop.,Follow standard regional recommendations.,"Cool,Cold,Wet","2,3,4,5,6,7,8,9",56-112,,"[2, 3, 4, 5, 6, 7, 8, 9]","{""2"": [1, 2, 3, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52], ""3"": [23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50], ""4"": [21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52], ""5"": [1, 2, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52], ""6"": [1, 2, 3, 4, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52], ""7"": [1, 2, 3, 4, 5, 6, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 45, 46, 47, 48, 49, 50, 51, 52], ""8"": [1, 2, 3, 4, 5, 6, 7, 8, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 47, 48, 49, 50, 51, 52], ""9"": [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 49, 50, 51, 52]}","{""2"": [12, 13, 14, 15, 16, 17, 34, 35, 36, 37, 38, 39], ""3"": [15, 16, 17, 18, 19, 20, 29, 30, 31, 32, 33, 34], ""4"": [13, 14, 15, 16, 17, 18, 31, 32, 33, 34, 35, 36], ""5"": [12, 13, 14, 15, 16, 17, 33, 34, 35, 36, 37, 38], ""6"": [10, 11, 12, 13, 14, 15, 35, 36, 37, 38, 39, 40], ""7"": [8, 9, 10, 11, 12, 13, 37, 38, 39, 40, 41, 42], ""8"": [6, 7, 8, 9, 10, 11, 39, 40, 41, 42, 43, 44], ""9"": [4, 5, 6, 7, 8, 9, 41, 42, 43, 44, 45, 46]}",Start indoors if season is short.,"Fertile, well‑drained loam; pH ~6.0–7.0.","Aphids, beetles; diseases vary by region.",Incorporate compost; side‑dress as needed.,Retain water,Chioggia (Beet/Chard),🫐,"130,25,50"
Detroit Dark Red (Beet/Chard),Amaranthaceae,Beta,Detroit Dark Red,Beet crop.,Follow standard regional recommendations.,"Cool,Cold,Wet","2,3,4,5,6,7,8,9",56-112,,"[2, 3, 4, 5, 6, 7, 8, 9]","{""2"": [1, 2, 3, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52], ""3"": [23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50], ""4"": [21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52], ""5"": [1, 2, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52], ""6"": [1, 2, 3, 4, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52], ""7"": [1, 2, 3, 4, 5, 6, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 45, 46, 47, 48, 49, 50, 51, 52], ""8"": [1, 2, 3, 4, 5, 6, 7, 8, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 47, 48, 49, 50, 51, 52], ""9"": [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 49, 50, 51, 52]}","{""2"": [12, 13, 14, 15, 16, 17, 34, 35, 36, 37, 38, 39], ""3"": [15, 16, 17, 18, 19, 20, 29, 30, 31, 32, 33, 34], ""4"": [13, 14, 15, 16, 17, 18, 31, 32, 33, 34, 35, 36], ""5"": [12, 13, 14, 15, 16, 17, 33, 34, 35, 36, 37, 38], ""6"": [10, 11, 12, 13, 14, 15, 35, 36, 37, 38, 39, 40], ""7"": [8, 9, 10, 11, 12, 13, 37, 38, 39, 40, 41, 42], ""8"": [6, 7, 8, 9, 10, 11, 39, 40, 41, 42, 43, 44], ""9"": [4, 5, 6, 7, 8, 9, 41, 42, 43, 44, 45, 46]}",Start indoors if season is short.,"Fertile, well‑drained loam; pH ~6.0–7.0.","Aphids, beetles; diseases vary by region.",Incorporate compost; side‑dress as needed.,Retain water,Detroit Dark Red (Beet/Chard),🫐,"200,30,30"
Early Wonder (Beet/Chard),Amaranthaceae,Beta,Early Wonder,Beet crop.,Follow standard regional recommendations.,"Cool,Cold,Wet","2,3,4,5,6,7,8,9",56-112,,"[2, 3, 4, 5, 6, 7, 8, 9]","{""2"": [1, 2, 3, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52], ""3"": [23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50], ""4"": [21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52], ""5"": [1, 2, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52], ""6"": [1, 2, 3, 4, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52], ""7"": [1, 2, 3, 4, 5, 6, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 45, 46, 47, 48, 49, 50, 51, 52], ""8"": [1, 2, 3, 4, 5, 6, 7, 8, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 47, 48, 49, 50, 51, 52], ""9"": [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 49, 50, 51, 52]}","{""2"": [12, 13, 14, 15, 16, 17, 34, 35, 36, 37, 38, 39], ""3"": [15, 16, 17, 18, 19, 20, 29, 30, 31, 32, 33, 34], ""4"": [13, 14, 15, 16, 17, 18, 31, 32, 33, 34, 35, 36], ""5"": [12, 13, 14, 15, 16, 17, 33, 34, 35, 36, 37, 38], ""6"": [10, 11, 12, 13, 14, 15, 35, 36, 37, 38, 39, 40], ""7"": [8, 9, 10, 11, 12, 13, 37, 38, 39, 40, 41, 42], ""8"": [6, 7, 8, 9, 10, 11, 39, 40, 41, 42, 43, 44], ""9"": [4, 5, 6, 7, 8, 9, 41, 42, 43, 44, 45, 46]}",Start indoors if season is short.,"Fertile, well‑drained loam; pH ~6.0–7.0.","Aphids, beetles; diseases vary by region.",Incorporate compost; side‑dress as needed.,Retain water,Early Wonder (Beet/Chard),🫐,"130,25,50"
Golden (Beet/Chard),Amaranthaceae,Beta,Golden,Beet crop.,Follow standard regional recommendations.,"Cool,Cold,Wet","2,3,4,5,6,7,8,9",56-112,,"[2, 3, 4, 5, 6, 7, 8, 9]","{""2"": [1, 2, 3, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52], ""3"": [23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50], ""4"": [21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52], ""5"": [1, 2, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52], ""6"": [1, 2, 3, 4, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52], ""7"": [1, 2, 3, 4, 5, 6, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 45, 46, 47, 48, 49, 50, 51, 52], ""8"": [1, 2, 3, 4, 5, 6, 7, 8, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 47, 48, 49, 50, 51, 52], ""9"": [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 49, 50, 51, 52]}","{""2"": [12, 13, 14, 15, 16, 17, 34, 35, 36, 37, 38, 39], ""3"": [15, 16, 17, 18, 19, 20, 29, 30, 31, 32, 33, 34], ""4"": [13, 14, 15, 16, 17, 18, 31, 32, 33, 34, 35, 36], ""5"": [12, 13, 14, 15, 16, 17, 33, 34, 35, 36, 37, 38], ""6"": [10, 11, 12, 13, 14, 15, 35, 36, 37, 38, 39, 40], ""7"": [8, 9, 10, 11, 12, 13, 37, 38, 39, 40, 41, 42], ""8"": [6, 7, 8, 9, 10, 11, 39, 40, 41, 42, 43, 44], ""9"": [4, 5, 6, 7, 8, 9, 41, 42, 43, 44, 45, 46]}",Start indoors if season is short.,"Fertile, well‑drained loam; pH ~6.0–7.0.","Aphids, beetles; diseases vary by region.",Incorporate compost; side‑dress as needed.,Retain water,Golden (Beet/Chard),🫐,"240,200,80"
Red Ace (Beet/Chard),Amaranthaceae,Beta,Red Ace,Beet crop.,Follow standard regional recommendations.,"Cool,Cold,Wet","2,3,4,5,6,7,8,9",56-112,,"[2, 3, 4, 5, 6, 7, 8, 9]","{""2"": [1, 2, 3, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52], ""3"": [23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50], ""4"": [21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52], ""5"": [1, 2, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52], ""6"": [1, 2, 3, 4, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52], ""7"": [1, 2, 3, 4, 5, 6, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 45, 46, 47, 48, 49, 50, 51, 52], ""8"": [1, 2, 3, 4, 5, 6, 7, 8, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 47, 48, 49, 50, 51, 52], ""9"": [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 49, 50, 51, 52]}","{""2"": [12, 13, 14, 15, 16, 17, 34, 35, 36, 37, 38, 39], ""3"": [15, 16, 17, 18, 19, 20, 29, 30, 31, 32, 33, 34], ""4"": [13, 14, 15, 16, 17, 18, 31, 32, 33, 34, 35, 36], ""5"": [12, 13, 14, 15, 16, 17, 33, 34, 35, 36, 37, 38], ""6"": [10, 11, 12, 13, 14, 15, 35, 36, 37, 38, 39, 40], ""7"": [8, 9, 10, 11, 12, 13, 37, 38, 39, 40, 41, 42], ""8"": [6, 7, 8, 9, 10, 11, 39, 40, 41, 42, 43, 44], ""9"": [4, 5, 6, 7, 8, 9, 41, 42, 43, 44, 45, 46]}",Start indoors if season is short.,"Fertile, well‑drained loam; pH ~6.0–7.0.","Aphids, beetles; diseases vary by region.",Incorporate compost; side‑dress as needed.,Retain water,Red Ace (Beet/Chard),🫐,"200,30,30"
Jade Cross (Cabbage/Turnip/Collard),Brassicaceae,Brassica,Jade Cross,Brussels sprout crop.,Follow standard regional recommendations.,"Cool,Cold,Wet","3,4,5,6,7,8",84-112,,"[3, 4, 5, 6, 7, 8]","{""3"": [27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50], ""4"": [25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52], ""5"": [1, 2, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 45, 46, 47, 48, 49, 50, 51, 52], ""6"": [1, 2, 3, 4, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 47, 48, 49, 50, 51, 52], ""7"": [1, 2, 3, 4, 5, 6, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 49, 50, 51, 52], ""8"": [1, 2, 3, 4, 5, 6, 7, 8, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 51, 52]}","{""3"": [15, 16, 17, 18, 19, 20, 29, 30, 31, 32, 33, 34], ""4"": [13, 14, 15, 16, 17, 18, 31, 32, 33, 34, 35, 36], ""5"": [12, 13, 14, 15, 16, 17, 33, 34, 35, 36, 37, 38], ""6"": [10, 11, 12, 13, 14, 15, 35, 36, 37, 38, 39, 40], ""7"": [8, 9, 10, 11, 12, 13, 37, 38, 39, 40, 41, 42], ""8"": [6, 7, 8, 9, 10, 11, 39, 40, 41, 42, 43, 44]}",Start indoors if season is short.,"Fertile, well‑drained loam; pH ~6.0–7.0.","Aphids, beetles; diseases vary by region.",Incorporate compost; side‑dress as needed.,Retain water,Jade Cross (Cabbage/Turnip/Collard),🥕,"225,205,180"
Long Island Improved (Cabbage/Turnip/Collard),Brassicaceae,Brassica,Long Island Improved,Brussels sprout crop.,Follow standard regional recommendations.,"Cool,Cold,Wet","3,4,5,6,7,8",84-112,,"[3, 4, 5, 6, 7, 8]","{""3"": [27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50], ""4"": [25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52], ""5"": [1, 2, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 45, 46, 47, 48, 49, 50, 51, 52], ""6"": [1, 2, 3, 4, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 47, 48, 49, 50, 51, 52], ""7"": [1, 2, 3, 4, 5, 6, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 49, 50, 51, 52], ""8"": [1, 2, 3, 4, 5, 6, 7, 8, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 51, 52]}","{""3"": [15, 16, 17, 18, 19, 20, 29, 30, 31, 32, 33, 34], ""4"": [13, 14, 15, 16, 17, 18, 31, 32, 33, 34, 35, 36], ""5"": [12, 13, 14, 15, 16, 17, 33, 34, 35, 36, 37, 38], ""6"": [10, 11, 12, 13, 14, 15, 35, 36, 37, 38, 39, 40], ""7"": [8, 9, 10, 11, 12, 13, 37, 38, 39, 40, 41, 42], ""8"": [6, 7, 8, 9, 10, 11, 39, 40, 41, 42, 43, 44]}",Start indoors if season is short.,"Fertile, well‑drained loam; pH ~6.0–7.0.","Aphids, beetles; diseases vary by region.",Incorporate compost; side‑dress as needed.,Retain water,Long Island Improved (Cabbage/Turnip/Collard),🥕,"225,205,180"
Prince Marvel (Cabbage/Turnip/Collard),Brassicaceae,Brassica,Prince Marvel,Brussels sprout crop.,Follow standard regional recommendations.,"Cool,Cold,Wet","3,4,5,6,7,8",84-112,,"[3, 4, 5, 6, 7, 8]","{""3"": [27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50], ""4"": [25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52], ""5"": [1, 2, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 45, 46, 47, 48, 49, 50, 51, 52], ""6"": [1, 2, 3, 4, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 47, 48, 49, 50, 51, 52], ""7"": [1, 2, 3, 4, 5, 6, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 49, 50, 51, 52], ""8"": [1, 2, 3, 4, 5, 6, 7, 8, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 51, 52]}","{""3"": [15, 16, 17, 18, 19, 20, 29, 30, 31, 32, 33, 34], ""4"": [13, 14, 15, 16, 17, 18, 31, 32, 33, 34, 35, 36], ""5"": [12, 13, 14, 15, 16, 17, 33, 34, 35, 36, 37, 38], ""6"": [10, 11, 12, 13, 14, 15, 35, 36, 37, 38, 39, 40], ""7"": [8, 9, 10, 11, 12, 13, 37, 38, 39, 40, 41, 42], ""8"": [6, 7, 8, 9, 10, 11, 39, 40, 41, 42, 43, 44]}",Start indoors if season is short.,"Fertile, well‑drained loam; pH ~6.0–7.0.","Aphids, beetles; diseases vary by region.",Incorporate compost; side‑dress as needed.,Retain water,Prince Marvel (Cabbage/Turnip/Collard),🥕,"225,205,180"
Copenhagen Market (Cabbage/Turnip/Collard),Brassicaceae,Brassica,Copenhagen Market,Cabbage crop.,Follow standard regional recommendations.,"Cool,Cold,Wet","2,3,4,5,6,7,8,9",56-84,,"[2, 3, 4, 5, 6, 7, 8, 9]","{""2"": [20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51], ""3"": [23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46], ""4"": [21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48], ""5"": [20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50], ""6"": [18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52], ""7"": [1, 2, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 45, 46, 47, 48, 49, 50, 51, 52], ""8"": [1, 2, 3, 4, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 47, 48, 49, 50, 51, 52], ""9"": [1, 2, 3, 4, 5, 6, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 49, 50, 51, 52]}","{""2"": [12, 13, 14, 15, 16, 17, 34, 35, 36, 37, 38, 39], ""3"": [15, 16, 17, 18, 19, 20, 29, 30, 31, 32, 33, 34], ""4"": [13, 14, 15, 16, 17, 18, 31, 32, 33, 34, 35, 36], ""5"": [12, 13, 14, 15, 16, 17, 33, 34, 35, 36, 37, 38], ""6"": [10, 11, 12, 13, 14, 15, 35, 36, 37, 38, 39, 40], ""7"": [8, 9, 10, 11, 12, 13, 37, 38, 39, 40, 41, 42], ""8"": [6, 7, 8, 9, 10, 11, 39, 40, 41, 42, 43, 44], ""9"": [4, 5, 6, 7, 8, 9, 41, 42, 43, 44, 45, 46]}",Start indoors if season is short.,"Fertile, well‑drained loam; pH ~6.0–7.0.","Aphids, beetles; diseases vary by region.",Incorporate compost; side‑dress as needed.,Retain water,Copenhagen Market (Cabbage/Turnip/Collard),🥕,"225,205,180"
Early Jersey Wakefield (Cabbage/Turnip/Collard),Brassicaceae,Brassica,Early Jersey Wakefield,Cabbage crop.,Follow standard regional recommendations.,"Cool,Cold,Wet","2,3,4,5,6,7,8,9",56-84,,"[2, 3, 4, 5, 6, 7, 8, 9]","{""2"": [20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51], ""3"": [23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46], ""4"": [21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48], ""5"": [20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50], ""6"": [18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52], ""7"": [1, 2, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 45, 46, 47, 48, 49, 50, 51, 52], ""8"": [1, 2, 3, 4, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 47, 48, 49, 50, 51, 52], ""9"": [1, 2, 3, 4, 5, 6, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 49, 50, 51, 52]}","{""2"": [12, 13, 14, 15, 16, 17, 34, 35, 36, 37, 38, 39], ""3"": [15, 16, 17, 18, 19, 20, 29, 30, 31, 32, 33, 34], ""4"": [13, 14, 15, 16, 17, 18, 31, 32, 33, 34, 35, 36], ""5"": [12, 13, 14, 15, 16, 17, 33, 34, 35, 36, 37, 38], ""6"": [10, 11, 12, 13, 14, 15, 35, 36, 37, 38, 39, 40], ""7"": [8, 9, 10, 11, 12, 13, 37, 38, 39, 40, 41, 42], ""8"": [6, 7, 8, 9, 10, 11, 39, 40, 41, 42, 43, 44], ""9"": [4, 5, 6, 7, 8, 9, 41, 42, 43, 44, 45, 46]}",Start indoors if season is short.,"Fertile, well‑drained loam; pH ~6.0–7.0.","Aphids, beetles; diseases vary by region.",Incorporate compost; side‑dress as needed.,Retain water,Early Jersey Wakefield (Cabbage/Turnip/Collard),🥕,"225,205,180"
Golden Acre (Cabbage/Turnip/Collard),Brassicaceae,Brassica,Golden Acre,Cabbage crop.,Follow standard regional recommendations.,"Cool,Cold,Wet","2,3,4,5,6,7,8,9",56-84,,"[2, 3, 4, 5, 6, 7, 8, 9]","{""2"": [20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51], ""3"": [23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46], ""4"": [21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48], ""5"": [20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50], ""6"": [18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52], ""7"": [1, 2, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 45, 46, 47, 48, 49, 50, 51, 52], ""8"": [1, 2, 3, 4, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 47, 48, 49, 50, 51, 52], ""9"": [1, 2, 3, 4, 5, 6, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 49, 50, 51, 52]}","{""2"": [12, 13, 14, 15, 16, 17, 34, 35, 36, 37, 38, 39], ""3"": [15, 16, 17, 18, 19, 20, 29, 30, 31, 32, 33, 34], ""4"": [13, 14, 15, 16, 17, 18, 31, 32, 33, 34, 35, 36], ""5"": [12, 13, 14, 15, 16, 17, 33, 34, 35, 36, 37, 38], ""6"": [10, 11, 12, 13, 14, 15, 35, 36, 37, 38, 39, 40], ""7"": [8, 9, 10, 11, 12, 13, 37, 38, 39, 40, 41, 42], ""8"": [6, 7, 8, 9, 10, 11, 39, 40, 41, 42, 43, 44], ""9"": [4, 5, 6, 7, 8, 9, 41, 42, 43, 44, 45, 46]}",Start indoors if season is short.,"Fertile, well‑drained loam; pH ~6.0–7.0.","Aphids, beetles; diseases vary by region.",Incorporate compost; side‑dress as needed.,Retain water,Golden Acre (Cabbage/Turnip/Collard),🫐,"240,200,80"
Late Flat Dutch (Cabbage/Turnip/Collard),Brassicaceae,Brassica,Late Flat Dutch,Cabbage crop.,Follow standard regional recommendations.,"Cool,Cold,Wet","2,3,4,5,6,7,8,9",56-84,,"[2, 3, 4, 5, 6, 7, 8, 9]","{""2"": [20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51], ""3"": [23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46], ""4"": [21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48], ""5"": [20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50], ""6"": [18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52], ""7"": [1, 2, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 45, 46, 47, 48, 49, 50, 51, 52], ""8"": [1, 2, 3, 4, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 47, 48, 49, 50, 51, 52], ""9"": [1, 2, 3, 4, 5, 6, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 49, 50, 51, 52]}","{""2"": [12, 13, 14, 15, 16, 17, 34, 35, 36, 37, 38, 39], ""3"": [15, 16, 17, 18, 19, 20, 29, 30, 31, 32, 33, 34], ""4"": [13, 14, 15, 16, 17, 18, 31, 32, 33, 34, 35, 36], ""5"": [12, 13, 14, 15, 16, 17, 33, 34, 35, 36, 37, 38], ""6"": [10, 11, 12, 13, 14, 15, 35, 36, 37, 38, 39, 40], ""7"": [8, 9, 10, 11, 12, 13, 37, 38, 39, 40, 41, 42], ""8"": [6, 7, 8, 9, 10, 11, 39, 40, 41, 42, 43, 44], ""9"": [4, 5, 6, 7, 8, 9, 41, 42, 43, 44, 45, 46]}",Start indoors if season is short.,"Fertile, well‑drained loam; pH ~6.0–7.0.","Aphids, beetles; diseases vary by region.",Incorporate compost; side‑dress as needed.,Retain water,Late Flat Dutch (Cabbage/Turnip/Collard),🥕,"225,205,180"
