vendorName,taxCategory,referenceNumber,reconciled,notes,ledgerDescription,id,entryType,debitAmount,date,creditAmount,checkNumber,balance,amount,accountName,accountCode,iosSymbol,emoji
Tractor Depot,No Tax,REF-4290,True,Eggplant royalty dispute resolved.,Weekly payroll distribution,42703,Expense,351.98,2023-07-24 09:51:00,0.0,CHK-4707,3197.58,351.98,Cost of Goods Sold,5000,doc.plaintext,📦
Tractor Depot,Use Tax,REF-7408,False,Mic’d the compost for microbial jazz.,Tractor repair service,54655,Tax,0.0,2023-07-24 07:53:00,230.21,CHK-7740,4811.19,230.21,Accounts Receivable,1100,plusminus,🧑‍🌾
Farm Co-op,Use Tax,REF-4459,False,Mic’d the compost for microbial jazz.,Utility payment: irrigation pump,84414,Invoice,0.0,2023-07-24 12:34:00,345.13,,2066.73,345.13,Professional Services,5800,doc.plaintext,🐔
Compost Collective,Use Tax,REF-2039,True,"This ain’t the garden of Eden, man.",Payment for organic compost delivery,72252,Invoice,199.91,2023-07-24 15:51:00,0.0,,1314.18,199.91,Inventory,1200,externaldrive,🧑‍🌾
Johnny's Seeds,Sales Tax,REF-8328,False,Eggplant royalty dispute resolved.,Payment for organic compost delivery,29195,Payment,301.46,2023-07-25 08:57:00,0.0,CHK-6373,2260.8,301.46,Owner's Equity,3000,person.crop.circle,🪣
Muffin Utility Inc.,Use Tax,REF-6910,False,Paid in kale chips and weird looks.,Purchase of heirloom tomato seeds,42141,Payment,0.0,2023-07-25 07:51:00,40.22,CHK-4533,3643.64,40.22,Sales - Value-Added Goods,4100,bag,🍅
Zappa Solar,Use Tax,REF-1431,False,Billy the Mountain requested cash.,Tractor repair service,68326,Expense,0.0,2023-07-25 11:44:00,863.14,,2689.31,863.14,Sales - Value-Added Goods,4100,plusminus,🛠
Farm Co-op,Sales Tax,REF-2034,False,Beware of the Central Scrutinizer.,Payment for organic compost delivery,58455,Sale,0.0,2023-07-25 07:40:00,955.68,,3725.47,955.68,Wages Payable,2100,wrench,🔧
Johnny's Seeds,Sales Tax,REF-4109,False,Someone painted the barn plaid again.,Utility payment: irrigation pump,73653,Equity Contribution,501.62,2023-07-25 12:43:00,0.0,,2031.78,501.62,Cost of Goods Sold,5000,externaldrive,📅
Zappa Solar,Sales Tax,REF-3080,True,Beware of the Central Scrutinizer.,Weekly payroll distribution,74862,Payroll,128.33,2023-07-25 18:21:00,0.0,,3859.14,128.33,Seeds & Amendments,5100,wrench,🍅
Johnny's Seeds,Use Tax,REF-3692,False,Eggplant royalty dispute resolved.,Equity contribution by Frank,79369,Tax,0.0,2023-07-25 15:35:00,1159.58,CHK-9408,3502.78,1159.58,Insurance,5900,book,🪣
Farm Co-op,Sales Tax,REF-2810,True,Eggplant royalty dispute resolved.,Sale at Saturday farmer's market,18394,Payroll,1138.34,2023-07-25 14:21:00,0.0,CHK-6247,2349.13,1138.34,Fertilizer & Compost,5200,person.crop.circle,💼
Johnny's Seeds,Use Tax,REF-4202,False,Billy the Mountain requested cash.,Payment for organic compost delivery,61169,Payment,859.06,2023-07-25 13:31:00,0.0,,1798.65,859.06,Marketing & Promotion,5700,globe,📦
Zappa Solar,Sales Tax,REF-6993,False,Beware of the Central Scrutinizer.,Sale at Saturday farmer's market,41183,Invoice,0.0,2023-07-25 16:05:00,259.96,CHK-8905,2969.98,259.96,Cash,1000,tray,🪣
USDA,No Tax,REF-2200,False,Billy the Mountain requested cash.,Tractor repair service,12135,Sale,234.56,2023-07-25 08:18:00,0.0,,1234.12,234.56,Cost of Goods Sold,5000,dollarsign.circle,🧾
Muffin Utility Inc.,Sales Tax,REF-2940,True,Beware of the Central Scrutinizer.,Sale at Saturday farmer's market,30788,Payroll,0.0,2023-07-25 14:31:00,839.63,CHK-3645,4946.62,839.63,Insurance,5900,chart.bar,💸
Compost Collective,No Tax,REF-3237,True,Someone painted the barn plaid again.,Utility payment: irrigation pump,19962,Tax,425.0,2023-07-25 06:40:00,0.0,CHK-5803,1330.25,425.0,Sales - Produce,4000,externaldrive,🌽
Tractor Depot,Use Tax,REF-2150,True,Beware of the Central Scrutinizer.,Sale at Saturday farmer's market,33998,Payroll,30.38,2023-07-25 08:16:00,0.0,CHK-3877,1553.5,30.38,Inventory,1200,chart.bar,📦
Muffin Utility Inc.,Sales Tax,REF-1799,False,"This ain’t the garden of Eden, man.",Utility payment: irrigation pump,19913,Invoice,1001.92,2023-07-25 18:37:00,0.0,CHK-3265,4549.3,1001.92,Repairs & Maintenance,5400,briefcase,🌽
Muffin Utility Inc.,Sales Tax,REF-1058,True,Billy the Mountain requested cash.,Utility payment: irrigation pump,55477,Invoice,997.02,2023-07-25 07:23:00,0.0,,3006.27,997.02,Accounts Payable,2000,person.crop.circle,🪣
Johnny's Seeds,Sales Tax,REF-2356,False,Mic’d the compost for microbial jazz.,Weekly payroll distribution,51328,Expense,476.4,2023-07-25 07:06:00,0.0,,4751.26,476.4,Accounts Receivable,1100,tray,🐝
Compost Collective,No Tax,REF-9442,True,"This ain’t the garden of Eden, man.",Utility payment: irrigation pump,28200,Payment,0.0,2023-07-25 13:18:00,803.36,,3755.74,803.36,Professional Services,5800,folder,🧺
Zappa Solar,Use Tax,REF-9294,True,Eggplant royalty dispute resolved.,Tractor repair service,77939,Invoice,348.35,2023-07-25 08:00:00,0.0,,2923.0,348.35,Accounts Receivable,1100,briefcase,📦
Compost Collective,Sales Tax,REF-9284,False,Mic’d the compost for microbial jazz.,Tractor repair service,99679,Payroll,0.0,2023-07-25 18:02:00,289.62,CHK-7009,2969.29,289.62,Accounts Payable,2000,hammer,🛠
Compost Collective,Sales Tax,REF-1159,False,Billy the Mountain requested cash.,Equity contribution by Frank,46954,Equity Contribution,0.0,2023-07-26 09:48:00,162.16,,3564.17,162.16,Insurance,5900,plusminus,📅
Johnny's Seeds,Sales Tax,REF-4263,False,Billy the Mountain requested cash.,Payment for organic compost delivery,39104,Expense,1123.72,2023-07-26 14:11:00,0.0,,1326.04,1123.72,Depreciation,6000,bag,💼
USDA,Use Tax,REF-7717,False,Beware of the Central Scrutinizer.,Purchase of heirloom tomato seeds,51993,Payment,655.73,2023-07-26 08:21:00,0.0,,1608.74,655.73,Seeds & Amendments,5100,tray,📦
USDA,Use Tax,REF-2035,True,Paid in kale chips and weird looks.,Payment for organic compost delivery,24213,Equity Contribution,926.94,2023-07-26 07:28:00,0.0,CHK-4883,3053.61,926.94,Fertilizer & Compost,5200,hammer,🥕
Muffin Utility Inc.,Sales Tax,REF-9859,False,Beware of the Central Scrutinizer.,Payment for organic compost delivery,96536,Payroll,0.0,2023-07-26 18:13:00,451.4,CHK-9600,1169.08,451.4,Fertilizer & Compost,5200,hammer,💼
Compost Collective,Sales Tax,REF-3289,False,Eggplant royalty dispute resolved.,Tractor repair service,48625,Expense,0.0,2023-07-26 07:28:00,898.73,,2158.86,898.73,Sales - Produce,4000,person.crop.circle,💼
Zappa Solar,Use Tax,REF-4011,False,"This ain’t the garden of Eden, man.",Utility payment: irrigation pump,40885,Expense,0.0,2023-07-26 15:51:00,295.12,CHK-3342,1466.17,295.12,Accounts Receivable,1100,plusminus,🌽
Johnny's Seeds,No Tax,REF-7561,False,Billy the Mountain requested cash.,Payment for organic compost delivery,54403,Sale,848.05,2023-07-26 11:01:00,0.0,,3779.25,848.05,Cost of Goods Sold,5000,tractor,🐝
Zappa Solar,Sales Tax,REF-8808,True,Eggplant royalty dispute resolved.,Equity contribution by Frank,68918,Expense,0.0,2023-07-26 15:15:00,443.63,CHK-9454,2031.05,443.63,Accounts Receivable,1100,calendar,💸
Compost Collective,Sales Tax,REF-4847,False,"This ain’t the garden of Eden, man.",Sale at Saturday farmer's market,27415,Expense,751.71,2023-07-26 15:45:00,0.0,CHK-2358,1974.41,751.71,Wages Payable,2100,globe,📅
USDA,Use Tax,REF-3934,False,Mic’d the compost for microbial jazz.,Sale at Saturday farmer's market,53639,Invoice,0.0,2023-07-27 07:54:00,977.89,CHK-1275,3344.19,977.89,Sales - Value-Added Goods,4100,wrench,🐔
Farm Co-op,No Tax,REF-5052,True,Paid in kale chips and weird looks.,Utility payment: irrigation pump,52895,Equity Contribution,413.66,2023-07-27 10:53:00,0.0,,4707.62,413.66,Accounts Payable,2000,gear,🧺
Compost Collective,No Tax,REF-7986,True,"This ain’t the garden of Eden, man.",Tractor repair service,52456,Expense,130.87,2023-07-27 09:52:00,0.0,CHK-3327,2034.87,130.87,Insurance,5900,book,💸
Tractor Depot,Sales Tax,REF-5119,True,Mic’d the compost for microbial jazz.,Weekly payroll distribution,46444,Invoice,0.0,2023-07-27 10:49:00,502.36,CHK-9472,4268.19,502.36,Utilities,5600,hammer,🍅
Farm Co-op,No Tax,REF-2450,False,Mic’d the compost for microbial jazz.,Payment for organic compost delivery,67819,Tax,767.17,2023-07-27 15:05:00,0.0,,3937.45,767.17,Fertilizer & Compost,5200,briefcase,🚜
USDA,Use Tax,REF-6335,True,Paid in kale chips and weird looks.,Tractor repair service,72475,Tax,588.41,2023-07-27 11:12:00,0.0,,3750.57,588.41,Seeds & Amendments,5100,hammer,🧾
Johnny's Seeds,Use Tax,REF-6501,True,Beware of the Central Scrutinizer.,Equity contribution by Frank,98138,Sale,171.38,2023-07-27 09:45:00,0.0,CHK-4214,1760.06,171.38,Accounts Receivable,1100,externaldrive,🧑‍🌾
Zappa Solar,No Tax,REF-9773,False,Beware of the Central Scrutinizer.,Tractor repair service,73127,Invoice,316.22,2023-07-27 08:40:00,0.0,CHK-7099,1546.64,316.22,Prepaid Expenses,1300,globe,🚜
USDA,No Tax,REF-1706,True,Someone painted the barn plaid again.,Utility payment: irrigation pump,51405,Tax,0.0,2023-07-27 12:45:00,175.63,CHK-1541,3942.47,175.63,Owner's Equity,3000,chart.bar,🔧
Muffin Utility Inc.,Use Tax,REF-5647,False,"This ain’t the garden of Eden, man.",Purchase of heirloom tomato seeds,86009,Expense,0.0,2023-07-27 06:28:00,1069.08,,3171.8,1069.08,Accounts Receivable,1100,folder,📅
Farm Co-op,No Tax,REF-3992,False,Beware of the Central Scrutinizer.,Equity contribution by Frank,70452,Expense,0.0,2023-07-27 11:31:00,623.14,CHK-2734,3721.4,623.14,Repairs & Maintenance,5400,creditcard,🛠
Muffin Utility Inc.,Sales Tax,REF-3064,False,Billy the Mountain requested cash.,Purchase of heirloom tomato seeds,99009,Expense,340.24,2023-07-27 16:34:00,0.0,CHK-3289,2127.25,340.24,Payroll Expenses,5500,person.crop.circle,💼
Muffin Utility Inc.,No Tax,REF-4591,True,Beware of the Central Scrutinizer.,Payment for organic compost delivery,77272,Invoice,0.0,2023-07-27 13:16:00,412.83,CHK-7363,1826.0,412.83,Inventory,1200,gear,🥕
USDA,No Tax,REF-5858,True,Mic’d the compost for microbial jazz.,Sale at Saturday farmer's market,31354,Sale,1012.34,2023-07-27 08:16:00,0.0,,1993.51,1012.34,Accounts Receivable,1100,externaldrive,🌱
Johnny's Seeds,Use Tax,REF-9627,True,Eggplant royalty dispute resolved.,Purchase of heirloom tomato seeds,68745,Expense,0.0,2023-07-27 10:22:00,305.8,,3456.52,305.8,Sales - Produce,4000,doc.plaintext,🧑‍🌾
Johnny's Seeds,Sales Tax,REF-9096,True,Eggplant royalty dispute resolved.,Utility payment: irrigation pump,42890,Tax,0.0,2023-07-27 15:12:00,1149.08,CHK-9516,2647.54,1149.08,Payroll Expenses,5500,person.crop.circle,🏡
Tractor Depot,Sales Tax,REF-6251,False,"This ain’t the garden of Eden, man.",Weekly payroll distribution,62056,Equity Contribution,0.0,2023-07-27 06:34:00,715.98,,4405.22,715.98,Sales - Value-Added Goods,4100,cart,🧾
Farm Co-op,No Tax,REF-8614,False,"This ain’t the garden of Eden, man.",Tractor repair service,15523,Sale,237.07,2023-07-27 15:19:00,0.0,,4306.78,237.07,Payroll Expenses,5500,gear,📅
Tractor Depot,Use Tax,REF-8020,False,Paid in kale chips and weird looks.,Tractor repair service,60391,Expense,297.04,2023-07-27 08:19:00,0.0,CHK-4296,2122.18,297.04,Payroll Expenses,5500,folder,🔧
USDA,Sales Tax,REF-3327,False,"This ain’t the garden of Eden, man.",Sale at Saturday farmer's market,41014,Sale,428.15,2023-07-27 15:55:00,0.0,CHK-6913,3650.13,428.15,Sales - Produce,4000,hammer,🍅
Tractor Depot,No Tax,REF-8901,True,Mic’d the compost for microbial jazz.,Sale at Saturday farmer's market,12714,Payment,0.0,2023-07-27 16:15:00,187.96,,2825.57,187.96,Seeds & Amendments,5100,doc.plaintext,💸
Muffin Utility Inc.,Sales Tax,REF-4403,True,Beware of the Central Scrutinizer.,Utility payment: irrigation pump,60401,Payroll,1164.0,2023-07-28 15:42:00,0.0,,2418.6,1164.0,Sales - Produce,4000,folder,🐄
Zappa Solar,Sales Tax,REF-1609,True,"This ain’t the garden of Eden, man.",Utility payment: irrigation pump,54212,Tax,0.0,2023-07-28 16:25:00,543.61,CHK-1465,3529.88,543.61,Taxes Payable,2200,leaf,🐝
Muffin Utility Inc.,No Tax,REF-9833,True,Eggplant royalty dispute resolved.,Utility payment: irrigation pump,67245,Equity Contribution,380.09,2023-07-28 17:20:00,0.0,CHK-4646,1844.76,380.09,Cost of Goods Sold,5000,wrench,💸
Farm Co-op,Sales Tax,REF-8768,True,Eggplant royalty dispute resolved.,Payment for organic compost delivery,41284,Sale,0.0,2023-07-28 12:51:00,262.18,,3429.52,262.18,Wages Payable,2100,bag,🥕
Compost Collective,No Tax,REF-4574,True,"This ain’t the garden of Eden, man.",Purchase of heirloom tomato seeds,15527,Payroll,139.65,2023-07-28 06:32:00,0.0,,1485.15,139.65,Cost of Goods Sold,5000,doc.plaintext,🌱
Farm Co-op,No Tax,REF-7652,True,Mic’d the compost for microbial jazz.,Payment for organic compost delivery,94436,Expense,1120.66,2023-07-28 12:13:00,0.0,CHK-7760,3176.25,1120.66,Sales - Produce,4000,creditcard,🥕
Johnny's Seeds,Sales Tax,REF-6260,False,Mic’d the compost for microbial jazz.,Purchase of heirloom tomato seeds,95770,Sale,0.0,2023-07-28 15:59:00,874.81,,1232.63,874.81,Repairs & Maintenance,5400,externaldrive,🐝
USDA,Use Tax,REF-7073,True,Someone painted the barn plaid again.,Weekly payroll distribution,68672,Invoice,586.39,2023-07-28 09:24:00,0.0,CHK-7426,2752.06,586.39,Insurance,5900,plusminus,🧑‍🌾
Compost Collective,No Tax,REF-1317,True,Beware of the Central Scrutinizer.,Purchase of heirloom tomato seeds,66163,Equity Contribution,0.0,2023-07-28 09:28:00,509.9,,2958.61,509.9,Depreciation,6000,cart,🧺
Muffin Utility Inc.,No Tax,REF-4449,True,Someone painted the barn plaid again.,Sale at Saturday farmer's market,28337,Expense,0.0,2023-07-28 16:09:00,587.09,CHK-4466,3659.33,587.09,Fertilizer & Compost,5200,cart,🔧
Tractor Depot,No Tax,REF-2814,False,Someone painted the barn plaid again.,Weekly payroll distribution,83321,Invoice,0.0,2023-07-28 07:01:00,845.91,,4875.82,845.91,Sales - Value-Added Goods,4100,plusminus,📅
Tractor Depot,No Tax,REF-7735,False,Someone painted the barn plaid again.,Tractor repair service,38663,Tax,1028.51,2023-07-28 17:02:00,0.0,,3809.62,1028.51,Depreciation,6000,wrench,🧑‍🌾
Johnny's Seeds,Use Tax,REF-2558,True,Mic’d the compost for microbial jazz.,Equity contribution by Frank,18068,Expense,1198.18,2023-07-28 10:10:00,0.0,CHK-9665,2789.64,1198.18,Inventory,1200,chart.bar,🧾
Farm Co-op,Sales Tax,REF-9391,True,Paid in kale chips and weird looks.,Payment for organic compost delivery,94748,Equity Contribution,0.0,2023-07-28 13:57:00,111.18,CHK-4665,1902.56,111.18,Fertilizer & Compost,5200,globe,🪣
Zappa Solar,No Tax,REF-6783,False,"This ain’t the garden of Eden, man.",Tractor repair service,26573,Equity Contribution,0.0,2023-07-30 16:17:00,1198.13,,2597.33,1198.13,Cash,1000,calendar,📅
Johnny's Seeds,Sales Tax,REF-5194,False,Eggplant royalty dispute resolved.,Payment for organic compost delivery,89792,Invoice,934.09,2023-07-30 07:56:00,0.0,,3122.43,934.09,Insurance,5900,doc.plaintext,🐔
USDA,Use Tax,REF-2882,True,Billy the Mountain requested cash.,Purchase of heirloom tomato seeds,62073,Equity Contribution,0.0,2023-07-30 14:01:00,458.8,CHK-8361,4944.5,458.8,Taxes Payable,2200,calendar,🪣
Johnny's Seeds,No Tax,REF-4206,False,Billy the Mountain requested cash.,Weekly payroll distribution,98486,Payroll,0.0,2023-07-30 18:57:00,667.23,,3523.03,667.23,Repairs & Maintenance,5400,folder,🌽
Farm Co-op,Sales Tax,REF-1329,False,Someone painted the barn plaid again.,Utility payment: irrigation pump,98989,Payment,0.0,2023-07-30 15:37:00,74.14,CHK-3648,1643.58,74.14,Prepaid Expenses,1300,globe,🌱
USDA,Use Tax,REF-3657,False,Mic’d the compost for microbial jazz.,Tractor repair service,55751,Sale,158.08,2023-07-30 06:18:00,0.0,,2761.55,158.08,Sales - Value-Added Goods,4100,person.crop.circle,💼
Johnny's Seeds,Sales Tax,REF-4129,True,Paid in kale chips and weird looks.,Equity contribution by Frank,64577,Equity Contribution,1011.23,2023-07-30 14:23:00,0.0,,1051.59,1011.23,Marketing & Promotion,5700,creditcard,🍅
Zappa Solar,Use Tax,REF-2163,True,Someone painted the barn plaid again.,Tractor repair service,74302,Sale,0.0,2023-07-30 15:55:00,177.88,CHK-1197,1075.04,177.88,Repairs & Maintenance,5400,wrench,🧺
Muffin Utility Inc.,Use Tax,REF-6963,True,Beware of the Central Scrutinizer.,Sale at Saturday farmer's market,77310,Equity Contribution,1022.51,2023-07-30 11:54:00,0.0,,1126.35,1022.51,Payroll Expenses,5500,globe,🧾
Farm Co-op,Use Tax,REF-4990,True,Someone painted the barn plaid again.,Payment for organic compost delivery,78046,Invoice,0.0,2023-07-30 10:43:00,542.07,,4162.76,542.07,Fertilizer & Compost,5200,leaf,🪣
Zappa Solar,Sales Tax,REF-6273,False,"This ain’t the garden of Eden, man.",Utility payment: irrigation pump,84677,Expense,831.55,2023-07-30 11:55:00,0.0,CHK-4534,3121.4,831.55,Sales - Value-Added Goods,4100,globe,🐔
Farm Co-op,Use Tax,REF-2873,False,Mic’d the compost for microbial jazz.,Tractor repair service,37963,Tax,0.0,2023-07-30 07:41:00,417.26,CHK-8631,3853.94,417.26,Inventory,1200,creditcard,💼
Tractor Depot,Sales Tax,REF-7227,False,Beware of the Central Scrutinizer.,Sale at Saturday farmer's market,14509,Payroll,0.0,2023-07-30 07:42:00,183.98,,3367.48,183.98,Depreciation,6000,calendar,🧑‍🌾
Johnny's Seeds,Sales Tax,REF-3463,False,Beware of the Central Scrutinizer.,Tractor repair service,27321,Payroll,991.71,2023-07-30 07:58:00,0.0,,1302.77,991.71,Utilities,5600,gear,🐄
Zappa Solar,No Tax,REF-7589,False,Paid in kale chips and weird looks.,Tractor repair service,21479,Tax,594.76,2023-07-30 17:42:00,0.0,,2275.63,594.76,Inventory,1200,globe,🚜
Zappa Solar,Sales Tax,REF-8384,True,Eggplant royalty dispute resolved.,Payment for organic compost delivery,40114,Equity Contribution,0.0,2023-07-30 16:21:00,742.78,CHK-4856,2386.11,742.78,Repairs & Maintenance,5400,tractor,🧺
Tractor Depot,No Tax,REF-1408,False,Mic’d the compost for microbial jazz.,Payment for organic compost delivery,67804,Invoice,817.28,2023-07-31 13:15:00,0.0,,3799.53,817.28,Fertilizer & Compost,5200,dollarsign.circle,🚜
Compost Collective,Sales Tax,REF-5936,False,Beware of the Central Scrutinizer.,Equity contribution by Frank,71100,Invoice,1189.78,2023-07-31 14:53:00,0.0,CHK-1209,1413.14,1189.78,Insurance,5900,leaf,🪣
Zappa Solar,Sales Tax,REF-1834,True,Beware of the Central Scrutinizer.,Tractor repair service,35732,Sale,1040.04,2023-07-31 07:59:00,0.0,CHK-7472,3360.56,1040.04,Payroll Expenses,5500,calendar,🏡
Muffin Utility Inc.,No Tax,REF-7113,False,Mic’d the compost for microbial jazz.,Purchase of heirloom tomato seeds,54548,Equity Contribution,473.39,2023-07-31 06:41:00,0.0,,3853.89,473.39,Seeds & Amendments,5100,externaldrive,📅
Johnny's Seeds,Use Tax,REF-3243,False,Beware of the Central Scrutinizer.,Weekly payroll distribution,51857,Payment,609.52,2023-07-31 14:08:00,0.0,,2876.6,609.52,Seeds & Amendments,5100,tray,🔧
Farm Co-op,No Tax,REF-9997,False,"This ain’t the garden of Eden, man.",Purchase of heirloom tomato seeds,93484,Expense,454.7,2023-07-31 11:35:00,0.0,CHK-6147,1442.25,454.7,Utilities,5600,folder,🏡
Tractor Depot,Sales Tax,REF-9153,False,Eggplant royalty dispute resolved.,Equity contribution by Frank,31716,Expense,0.0,2023-07-31 08:52:00,1132.6,,2327.45,1132.6,Marketing & Promotion,5700,hammer,🐔
USDA,Use Tax,REF-6549,False,Billy the Mountain requested cash.,Purchase of heirloom tomato seeds,76473,Tax,0.0,2023-07-31 07:52:00,371.73,,3499.39,371.73,Depreciation,6000,tray,🍅
Compost Collective,No Tax,REF-5994,True,Paid in kale chips and weird looks.,Purchase of heirloom tomato seeds,29951,Sale,148.52,2023-07-31 13:02:00,0.0,,3742.33,148.52,Payroll Expenses,5500,wrench,💸
Tractor Depot,No Tax,REF-9512,False,Beware of the Central Scrutinizer.,Weekly payroll distribution,25169,Sale,0.0,2023-07-31 17:08:00,703.57,,4668.21,703.57,Sales - Produce,4000,tractor,🌽
